classifier,model1,model2,image_size,n_component,accuracy,precision,recall,f1_score,balanced_accuracy,balanced_precision_PPV,balanced_recall_TPR,Bal_F1,TNR,NPV,FPR,FNR,FDR,Overall_Acc
RF,VGG16,DenseNet121,256,500,0.8320000000000001,0.8420000000000001,0.8320000000000001,0.8320000000000001,0.721,0.768,0.721,0.7440000000000001,0.981,0.981,0.019,0.27899999999999997,0.23199999999999998,0.978
RF,ResNet152V2,DenseNet169,256,50,0.8320000000000001,0.8390000000000001,0.8320000000000001,0.8320000000000001,0.7190000000000001,0.72,0.7190000000000001,0.7190000000000001,0.982,0.981,0.018000000000000002,0.281,0.28,0.978
RF,ResNet101V2,DenseNet201,256,500,0.8320000000000001,0.841,0.8320000000000001,0.83,0.708,0.754,0.708,0.73,0.981,0.981,0.019,0.292,0.24600000000000002,0.978
RF,ResNet152V2,InceptionV3,256,100,0.8320000000000001,0.84,0.8320000000000001,0.8290000000000001,0.691,0.7709999999999999,0.691,0.7290000000000001,0.98,0.981,0.02,0.309,0.22899999999999998,0.978
RF,VGG16,VGG19,256,50,0.831,0.846,0.831,0.8340000000000001,0.721,0.6970000000000001,0.721,0.7090000000000001,0.983,0.981,0.017,0.27899999999999997,0.303,0.977
RF,VGG16,DenseNet201,128,50,0.831,0.843,0.831,0.833,0.727,0.71,0.727,0.718,0.983,0.981,0.017,0.273,0.29,0.978
RF,DenseNet121,DenseNet169,128,100,0.831,0.8390000000000001,0.831,0.831,0.713,0.759,0.713,0.735,0.981,0.981,0.019,0.287,0.24100000000000002,0.977
RF,Xception,DenseNet121,256,50,0.831,0.8390000000000001,0.831,0.831,0.716,0.725,0.716,0.72,0.982,0.981,0.018000000000000002,0.284,0.275,0.977
RF,VGG19,DenseNet169,256,500,0.831,0.8390000000000001,0.831,0.83,0.713,0.747,0.713,0.73,0.98,0.98,0.02,0.287,0.253,0.978
RF,ResNet50V2,DenseNet201,128,100,0.831,0.8340000000000001,0.831,0.8290000000000001,0.701,0.7140000000000001,0.701,0.7070000000000001,0.98,0.981,0.02,0.299,0.28600000000000003,0.978
RF,ResNet50V2,InceptionV3,256,100,0.831,0.8390000000000001,0.831,0.828,0.693,0.768,0.693,0.7290000000000001,0.9790000000000001,0.981,0.021,0.307,0.23199999999999998,0.977
RF,VGG16,InceptionV3,256,500,0.831,0.833,0.831,0.825,0.6759999999999999,0.764,0.6759999999999999,0.7170000000000001,0.9790000000000001,0.981,0.021,0.324,0.23600000000000002,0.977
RF,ResNet50V2,DenseNet169,256,50,0.83,0.845,0.83,0.8320000000000001,0.7390000000000001,0.743,0.7390000000000001,0.741,0.982,0.98,0.018000000000000002,0.261,0.257,0.977
RF,MobileNetV2,DenseNet201,128,50,0.83,0.841,0.83,0.831,0.728,0.7,0.728,0.7140000000000001,0.982,0.98,0.018000000000000002,0.272,0.3,0.977
RF,VGG16,VGG19,128,100,0.83,0.8390000000000001,0.83,0.83,0.6940000000000001,0.728,0.6940000000000001,0.711,0.981,0.981,0.019,0.306,0.272,0.977
RF,Xception,VGG19,256,50,0.83,0.8370000000000001,0.83,0.83,0.7120000000000001,0.71,0.7120000000000001,0.711,0.982,0.981,0.018000000000000002,0.28800000000000003,0.29,0.977
RF,ResNet152V2,DenseNet201,256,500,0.83,0.84,0.83,0.828,0.706,0.789,0.706,0.745,0.9790000000000001,0.98,0.021,0.294,0.21100000000000002,0.977
RF,VGG16,MobileNetV2,128,500,0.83,0.835,0.83,0.8270000000000001,0.7,0.7440000000000001,0.7,0.721,0.98,0.981,0.02,0.3,0.256,0.977
RF,MobileNetV2,DenseNet121,128,100,0.83,0.8320000000000001,0.83,0.8270000000000001,0.7070000000000001,0.745,0.7070000000000001,0.726,0.9790000000000001,0.981,0.021,0.293,0.255,0.977
RF,Xception,ResNet101V2,256,500,0.83,0.833,0.83,0.8240000000000001,0.682,0.752,0.682,0.715,0.9790000000000001,0.981,0.021,0.318,0.248,0.977
RF,MobileNet,MobileNetV2,128,50,0.8290000000000001,0.8390000000000001,0.8290000000000001,0.83,0.721,0.721,0.721,0.721,0.981,0.981,0.019,0.27899999999999997,0.27899999999999997,0.977
RF,VGG19,ResNet50V2,128,100,0.8290000000000001,0.838,0.8290000000000001,0.8290000000000001,0.721,0.7240000000000001,0.721,0.722,0.981,0.981,0.019,0.27899999999999997,0.276,0.977
RF,VGG19,DenseNet121,256,500,0.828,0.84,0.828,0.8290000000000001,0.722,0.765,0.722,0.743,0.98,0.98,0.02,0.278,0.235,0.977
RF,ResNet101V2,DenseNet169,256,50,0.828,0.8390000000000001,0.828,0.8290000000000001,0.725,0.7170000000000001,0.725,0.721,0.981,0.98,0.019,0.275,0.28300000000000003,0.977
RF,Xception,ResNet101V2,256,100,0.828,0.8390000000000001,0.828,0.828,0.698,0.7440000000000001,0.698,0.72,0.98,0.981,0.02,0.302,0.256,0.977
RF,VGG19,ResNet50V2,256,500,0.828,0.84,0.828,0.8270000000000001,0.688,0.757,0.688,0.721,0.9790000000000001,0.981,0.021,0.312,0.243,0.977
RF,Xception,DenseNet121,256,500,0.828,0.8340000000000001,0.828,0.826,0.695,0.753,0.695,0.723,0.98,0.981,0.02,0.305,0.247,0.977
RF,ResNet50V2,DenseNet169,256,500,0.828,0.84,0.828,0.826,0.7,0.768,0.7,0.732,0.98,0.981,0.02,0.3,0.23199999999999998,0.977
RF,InceptionV3,DenseNet201,256,500,0.828,0.8320000000000001,0.828,0.8240000000000001,0.687,0.7709999999999999,0.687,0.727,0.978,0.98,0.022000000000000002,0.313,0.22899999999999998,0.977
RF,InceptionV3,MobileNetV2,256,500,0.828,0.8290000000000001,0.828,0.821,0.6609999999999999,0.765,0.6609999999999999,0.7090000000000001,0.977,0.981,0.023,0.33899999999999997,0.235,0.977
RF,MobileNet,DenseNet169,256,50,0.8270000000000001,0.846,0.8270000000000001,0.831,0.728,0.72,0.728,0.7240000000000001,0.983,0.98,0.017,0.272,0.28,0.977
RF,MobileNet,DenseNet201,128,50,0.8270000000000001,0.8420000000000001,0.8270000000000001,0.8290000000000001,0.722,0.679,0.722,0.7,0.982,0.98,0.018000000000000002,0.278,0.321,0.977
RF,ResNet101V2,MobileNetV2,256,100,0.8270000000000001,0.84,0.8270000000000001,0.828,0.703,0.75,0.703,0.726,0.98,0.981,0.02,0.297,0.25,0.977
RF,DenseNet169,DenseNet201,128,100,0.8270000000000001,0.8340000000000001,0.8270000000000001,0.8270000000000001,0.7170000000000001,0.706,0.7170000000000001,0.711,0.981,0.98,0.019,0.28300000000000003,0.294,0.977
RF,Xception,DenseNet201,256,50,0.8270000000000001,0.8370000000000001,0.8270000000000001,0.8270000000000001,0.7190000000000001,0.725,0.7190000000000001,0.722,0.981,0.981,0.019,0.281,0.275,0.977
RF,MobileNetV2,DenseNet169,128,50,0.8270000000000001,0.833,0.8270000000000001,0.826,0.716,0.7120000000000001,0.716,0.7140000000000001,0.981,0.98,0.019,0.284,0.28800000000000003,0.977
RF,Xception,VGG19,128,100,0.8270000000000001,0.8290000000000001,0.8270000000000001,0.8240000000000001,0.6779999999999999,0.716,0.6779999999999999,0.696,0.98,0.981,0.02,0.322,0.284,0.977
RF,ResNet152V2,MobileNet,128,100,0.8270000000000001,0.835,0.8270000000000001,0.8240000000000001,0.682,0.7440000000000001,0.682,0.7120000000000001,0.9790000000000001,0.981,0.021,0.318,0.256,0.977
RF,ResNet152V2,MobileNet,256,50,0.826,0.841,0.826,0.8290000000000001,0.716,0.713,0.716,0.7140000000000001,0.983,0.981,0.017,0.284,0.287,0.977
RF,VGG16,VGG19,128,50,0.826,0.84,0.826,0.828,0.711,0.688,0.711,0.6990000000000001,0.982,0.981,0.018000000000000002,0.289,0.312,0.977
RF,ResNet50V2,MobileNetV2,128,100,0.826,0.8340000000000001,0.826,0.825,0.6990000000000001,0.705,0.6990000000000001,0.7020000000000001,0.981,0.981,0.019,0.301,0.295,0.977
RF,ResNet101V2,ResNet152V2,256,100,0.826,0.838,0.826,0.825,0.6940000000000001,0.7759999999999999,0.6940000000000001,0.733,0.978,0.98,0.022000000000000002,0.306,0.22399999999999998,0.977
RF,VGG19,ResNet152V2,128,100,0.826,0.833,0.826,0.8240000000000001,0.6990000000000001,0.745,0.6990000000000001,0.721,0.98,0.981,0.02,0.301,0.255,0.977
RF,MobileNetV2,DenseNet121,128,50,0.826,0.828,0.826,0.8240000000000001,0.7090000000000001,0.713,0.7090000000000001,0.711,0.98,0.98,0.02,0.29100000000000004,0.287,0.977
RF,Xception,ResNet50V2,256,500,0.826,0.83,0.826,0.8220000000000001,0.6759999999999999,0.759,0.6759999999999999,0.715,0.978,0.981,0.022000000000000002,0.324,0.24100000000000002,0.977
RF,ResNet101V2,DenseNet201,256,50,0.825,0.8440000000000001,0.825,0.8290000000000001,0.74,0.721,0.74,0.73,0.983,0.98,0.017,0.26,0.27899999999999997,0.977
RF,VGG19,DenseNet169,128,500,0.825,0.8320000000000001,0.825,0.8240000000000001,0.695,0.726,0.695,0.71,0.98,0.98,0.02,0.305,0.27399999999999997,0.977
RF,VGG16,DenseNet121,128,500,0.825,0.8290000000000001,0.825,0.8220000000000001,0.68,0.74,0.68,0.7090000000000001,0.9790000000000001,0.98,0.021,0.32,0.26,0.977
RF,Xception,MobileNetV2,256,50,0.8240000000000001,0.8420000000000001,0.8240000000000001,0.828,0.703,0.711,0.703,0.7070000000000001,0.982,0.98,0.018000000000000002,0.297,0.289,0.977
RF,VGG16,DenseNet169,128,500,0.8240000000000001,0.8340000000000001,0.8240000000000001,0.8240000000000001,0.7040000000000001,0.72,0.7040000000000001,0.7120000000000001,0.981,0.98,0.019,0.29600000000000004,0.28,0.977
RF,VGG16,DenseNet201,128,500,0.8240000000000001,0.833,0.8240000000000001,0.823,0.698,0.727,0.698,0.7120000000000001,0.98,0.98,0.02,0.302,0.273,0.977
RF,ResNet101V2,DenseNet121,128,100,0.8240000000000001,0.831,0.8240000000000001,0.823,0.688,0.716,0.688,0.7020000000000001,0.98,0.98,0.02,0.312,0.284,0.977
RF,Xception,MobileNetV2,128,100,0.8240000000000001,0.8270000000000001,0.8240000000000001,0.821,0.684,0.718,0.684,0.701,0.9790000000000001,0.981,0.021,0.316,0.282,0.977
RF,VGG19,DenseNet121,128,500,0.8240000000000001,0.8320000000000001,0.8240000000000001,0.821,0.682,0.738,0.682,0.7090000000000001,0.98,0.98,0.02,0.318,0.262,0.976
RF,Xception,DenseNet201,256,500,0.8240000000000001,0.828,0.8240000000000001,0.821,0.6970000000000001,0.7440000000000001,0.6970000000000001,0.72,0.9790000000000001,0.98,0.021,0.303,0.256,0.976
RF,Xception,MobileNet,128,100,0.8240000000000001,0.8270000000000001,0.8240000000000001,0.82,0.6779999999999999,0.722,0.6779999999999999,0.6990000000000001,0.9790000000000001,0.981,0.021,0.322,0.278,0.976
RF,Xception,ResNet152V2,256,500,0.8240000000000001,0.826,0.8240000000000001,0.8170000000000001,0.665,0.764,0.665,0.711,0.977,0.981,0.023,0.335,0.23600000000000002,0.976
RF,VGG16,ResNet101V2,256,50,0.823,0.8420000000000001,0.823,0.8270000000000001,0.727,0.7020000000000001,0.727,0.7140000000000001,0.982,0.98,0.018000000000000002,0.273,0.298,0.976
RF,ResNet50V2,DenseNet121,256,50,0.823,0.8440000000000001,0.823,0.8270000000000001,0.735,0.722,0.735,0.728,0.982,0.98,0.018000000000000002,0.265,0.278,0.976
RF,ResNet152V2,DenseNet121,256,500,0.823,0.835,0.823,0.8220000000000001,0.6940000000000001,0.762,0.6940000000000001,0.726,0.9790000000000001,0.98,0.021,0.306,0.23800000000000002,0.976
RF,ResNet101V2,InceptionV3,256,100,0.823,0.83,0.823,0.821,0.682,0.7290000000000001,0.682,0.705,0.9790000000000001,0.98,0.021,0.318,0.271,0.976
RF,VGG19,ResNet101V2,256,50,0.8220000000000001,0.8370000000000001,0.8220000000000001,0.825,0.728,0.6990000000000001,0.728,0.713,0.982,0.98,0.018000000000000002,0.272,0.301,0.976
RF,MobileNet,MobileNetV2,256,50,0.8220000000000001,0.84,0.8220000000000001,0.825,0.705,0.7290000000000001,0.705,0.7170000000000001,0.981,0.98,0.019,0.295,0.271,0.976
RF,VGG16,ResNet101V2,128,50,0.8220000000000001,0.8370000000000001,0.8220000000000001,0.8240000000000001,0.701,0.687,0.701,0.6940000000000001,0.982,0.98,0.018000000000000002,0.299,0.313,0.976
RF,DenseNet121,DenseNet201,128,50,0.8220000000000001,0.8320000000000001,0.8220000000000001,0.823,0.726,0.7040000000000001,0.726,0.715,0.981,0.9790000000000001,0.019,0.27399999999999997,0.29600000000000004,0.976
RF,VGG19,DenseNet201,128,500,0.8220000000000001,0.8320000000000001,0.8220000000000001,0.8220000000000001,0.7,0.733,0.7,0.716,0.98,0.9790000000000001,0.02,0.3,0.267,0.976
RF,Xception,DenseNet201,128,100,0.8220000000000001,0.825,0.8220000000000001,0.821,0.688,0.7120000000000001,0.688,0.7,0.98,0.98,0.02,0.312,0.28800000000000003,0.976
RF,ResNet50V2,DenseNet121,128,100,0.8220000000000001,0.83,0.8220000000000001,0.821,0.6990000000000001,0.723,0.6990000000000001,0.711,0.98,0.98,0.02,0.301,0.27699999999999997,0.976
RF,ResNet101V2,MobileNet,128,100,0.8220000000000001,0.828,0.8220000000000001,0.821,0.687,0.716,0.687,0.701,0.98,0.98,0.02,0.313,0.284,0.976
RF,ResNet50V2,ResNet152V2,256,100,0.8220000000000001,0.835,0.8220000000000001,0.821,0.685,0.77,0.685,0.725,0.978,0.98,0.022000000000000002,0.315,0.23,0.976
RF,VGG19,ResNet101V2,128,500,0.8220000000000001,0.828,0.8220000000000001,0.8190000000000001,0.672,0.736,0.672,0.703,0.9790000000000001,0.98,0.021,0.32799999999999996,0.264,0.976
RF,ResNet50V2,MobileNet,256,500,0.8220000000000001,0.8340000000000001,0.8220000000000001,0.8190000000000001,0.6809999999999999,0.767,0.6809999999999999,0.721,0.978,0.98,0.022000000000000002,0.319,0.233,0.976
RF,DenseNet169,DenseNet201,256,50,0.821,0.841,0.821,0.825,0.737,0.73,0.737,0.733,0.982,0.9790000000000001,0.018000000000000002,0.263,0.27,0.976
RF,ResNet50V2,DenseNet121,256,500,0.821,0.836,0.821,0.8220000000000001,0.6940000000000001,0.759,0.6940000000000001,0.725,0.98,0.98,0.02,0.306,0.24100000000000002,0.976
RF,VGG16,ResNet152V2,128,100,0.821,0.8340000000000001,0.821,0.821,0.687,0.723,0.687,0.705,0.98,0.98,0.02,0.313,0.27699999999999997,0.976
RF,ResNet101V2,MobileNetV2,128,100,0.821,0.8290000000000001,0.821,0.8190000000000001,0.68,0.7120000000000001,0.68,0.696,0.98,0.98,0.02,0.32,0.28800000000000003,0.976
RF,Xception,VGG16,128,100,0.821,0.8240000000000001,0.821,0.818,0.6709999999999999,0.698,0.6709999999999999,0.684,0.9790000000000001,0.98,0.021,0.32899999999999996,0.302,0.976
RF,InceptionV3,DenseNet169,256,500,0.821,0.826,0.821,0.8170000000000001,0.6829999999999999,0.741,0.6829999999999999,0.711,0.978,0.98,0.022000000000000002,0.317,0.259,0.976
RF,ResNet152V2,InceptionV3,256,500,0.821,0.8240000000000001,0.821,0.815,0.657,0.775,0.657,0.711,0.976,0.98,0.024,0.34299999999999997,0.225,0.976
RF,VGG16,ResNet50V2,256,50,0.82,0.8440000000000001,0.82,0.825,0.73,0.713,0.73,0.721,0.982,0.9790000000000001,0.018000000000000002,0.27,0.287,0.976
RF,ResNet152V2,MobileNetV2,128,100,0.82,0.831,0.82,0.82,0.682,0.696,0.682,0.6890000000000001,0.981,0.98,0.019,0.318,0.304,0.976
RF,ResNet101V2,DenseNet169,128,100,0.82,0.8270000000000001,0.82,0.8190000000000001,0.6809999999999999,0.7070000000000001,0.6809999999999999,0.6940000000000001,0.98,0.98,0.02,0.319,0.293,0.976
RF,ResNet152V2,DenseNet121,128,100,0.82,0.826,0.82,0.8170000000000001,0.679,0.7290000000000001,0.679,0.703,0.978,0.98,0.022000000000000002,0.321,0.271,0.976
RF,InceptionV3,MobileNetV2,128,100,0.82,0.825,0.82,0.816,0.6679999999999999,0.716,0.6679999999999999,0.691,0.978,0.98,0.022000000000000002,0.332,0.284,0.976
RF,ResNet50V2,MobileNet,128,50,0.8190000000000001,0.833,0.8190000000000001,0.8220000000000001,0.703,0.685,0.703,0.6940000000000001,0.982,0.98,0.018000000000000002,0.297,0.315,0.976
RF,InceptionV3,DenseNet169,256,50,0.8190000000000001,0.835,0.8190000000000001,0.821,0.715,0.705,0.715,0.71,0.981,0.9790000000000001,0.019,0.285,0.295,0.976
RF,ResNet101V2,MobileNet,128,50,0.8190000000000001,0.83,0.8190000000000001,0.82,0.706,0.693,0.706,0.6990000000000001,0.981,0.9790000000000001,0.019,0.294,0.307,0.976
RF,DenseNet121,DenseNet169,128,50,0.8190000000000001,0.828,0.8190000000000001,0.8190000000000001,0.708,0.71,0.708,0.7090000000000001,0.981,0.98,0.019,0.292,0.29,0.976
RF,VGG16,VGG19,128,500,0.8190000000000001,0.8270000000000001,0.8190000000000001,0.818,0.6629999999999999,0.713,0.6629999999999999,0.687,0.9790000000000001,0.98,0.021,0.337,0.287,0.976
RF,ResNet101V2,DenseNet201,128,100,0.8190000000000001,0.825,0.8190000000000001,0.818,0.696,0.711,0.696,0.703,0.9790000000000001,0.9790000000000001,0.021,0.304,0.289,0.976
RF,ResNet50V2,InceptionV3,256,500,0.8190000000000001,0.828,0.8190000000000001,0.815,0.67,0.752,0.67,0.7090000000000001,0.977,0.98,0.023,0.33,0.248,0.976
RF,ResNet101V2,InceptionV3,256,500,0.8190000000000001,0.8240000000000001,0.8190000000000001,0.813,0.6459999999999999,0.74,0.6459999999999999,0.69,0.977,0.98,0.023,0.354,0.26,0.976
RF,ResNet50V2,MobileNet,256,100,0.818,0.846,0.818,0.8220000000000001,0.696,0.764,0.696,0.728,0.98,0.9790000000000001,0.02,0.304,0.23600000000000002,0.976
RF,VGG19,InceptionV3,128,100,0.818,0.82,0.818,0.815,0.677,0.723,0.677,0.6990000000000001,0.978,0.98,0.022000000000000002,0.32299999999999995,0.27699999999999997,0.976
RF,VGG19,DenseNet201,128,50,0.8170000000000001,0.8320000000000001,0.8170000000000001,0.821,0.735,0.703,0.735,0.7190000000000001,0.981,0.9790000000000001,0.019,0.265,0.297,0.976
RF,InceptionV3,DenseNet201,256,50,0.8170000000000001,0.8320000000000001,0.8170000000000001,0.8190000000000001,0.71,0.708,0.71,0.7090000000000001,0.98,0.9790000000000001,0.02,0.29,0.292,0.976
RF,ResNet152V2,DenseNet169,128,100,0.8170000000000001,0.826,0.8170000000000001,0.8170000000000001,0.7,0.723,0.7,0.711,0.9790000000000001,0.9790000000000001,0.021,0.3,0.27699999999999997,0.976
RF,ResNet50V2,DenseNet169,128,100,0.8170000000000001,0.8220000000000001,0.8170000000000001,0.816,0.69,0.6859999999999999,0.69,0.688,0.98,0.9790000000000001,0.02,0.31,0.314,0.976
RF,InceptionV3,MobileNet,128,100,0.8170000000000001,0.8240000000000001,0.8170000000000001,0.815,0.67,0.738,0.67,0.7020000000000001,0.9790000000000001,0.98,0.021,0.33,0.262,0.976
RF,VGG19,ResNet50V2,256,50,0.815,0.8390000000000001,0.815,0.82,0.722,0.705,0.722,0.713,0.982,0.9790000000000001,0.018000000000000002,0.278,0.295,0.975
RF,VGG16,ResNet50V2,128,50,0.815,0.8340000000000001,0.815,0.8190000000000001,0.711,0.6829999999999999,0.711,0.6970000000000001,0.982,0.9790000000000001,0.018000000000000002,0.289,0.317,0.975
RF,VGG19,InceptionV3,128,50,0.815,0.826,0.815,0.816,0.7040000000000001,0.6829999999999999,0.7040000000000001,0.693,0.98,0.9790000000000001,0.02,0.29600000000000004,0.317,0.975
RF,ResNet101V2,DenseNet121,256,50,0.8140000000000001,0.835,0.8140000000000001,0.8190000000000001,0.725,0.7140000000000001,0.725,0.7190000000000001,0.981,0.978,0.019,0.275,0.28600000000000003,0.975
RF,Xception,ResNet50V2,256,50,0.8140000000000001,0.8320000000000001,0.8140000000000001,0.8170000000000001,0.693,0.701,0.693,0.6970000000000001,0.981,0.9790000000000001,0.019,0.307,0.299,0.975
RF,DenseNet169,DenseNet201,128,50,0.8140000000000001,0.8290000000000001,0.8140000000000001,0.816,0.716,0.695,0.716,0.705,0.981,0.9790000000000001,0.019,0.284,0.305,0.975
RF,Xception,MobileNetV2,128,50,0.8140000000000001,0.8220000000000001,0.8140000000000001,0.8140000000000001,0.6829999999999999,0.667,0.6829999999999999,0.675,0.98,0.9790000000000001,0.02,0.317,0.33299999999999996,0.975
RF,VGG19,ResNet50V2,128,500,0.8140000000000001,0.823,0.8140000000000001,0.812,0.6759999999999999,0.7140000000000001,0.6759999999999999,0.6940000000000001,0.9790000000000001,0.9790000000000001,0.021,0.324,0.28600000000000003,0.975
RF,InceptionV3,DenseNet201,128,100,0.8140000000000001,0.821,0.8140000000000001,0.812,0.68,0.6990000000000001,0.68,0.6890000000000001,0.9790000000000001,0.9790000000000001,0.021,0.32,0.301,0.975
RF,Xception,InceptionV3,256,100,0.8140000000000001,0.821,0.8140000000000001,0.81,0.6609999999999999,0.7390000000000001,0.6609999999999999,0.698,0.977,0.9790000000000001,0.023,0.33899999999999997,0.261,0.975
RF,DenseNet121,DenseNet169,256,500,0.813,0.838,0.813,0.818,0.721,0.723,0.721,0.722,0.981,0.978,0.019,0.27899999999999997,0.27699999999999997,0.975
RF,VGG19,ResNet50V2,128,50,0.813,0.8320000000000001,0.813,0.8170000000000001,0.716,0.6829999999999999,0.716,0.6990000000000001,0.981,0.9790000000000001,0.019,0.284,0.317,0.975
RF,VGG19,ResNet101V2,128,50,0.813,0.8270000000000001,0.813,0.815,0.7040000000000001,0.691,0.7040000000000001,0.6970000000000001,0.98,0.9790000000000001,0.02,0.29600000000000004,0.309,0.975
RF,VGG19,InceptionV3,256,50,0.813,0.8320000000000001,0.813,0.815,0.7,0.7090000000000001,0.7,0.7040000000000001,0.98,0.978,0.02,0.3,0.29100000000000004,0.975
RF,ResNet50V2,DenseNet201,256,500,0.813,0.8290000000000001,0.813,0.815,0.703,0.742,0.703,0.722,0.9790000000000001,0.978,0.021,0.297,0.258,0.975
RF,Xception,VGG19,128,50,0.813,0.823,0.813,0.813,0.687,0.665,0.687,0.6759999999999999,0.98,0.9790000000000001,0.02,0.313,0.335,0.975
RF,ResNet101V2,ResNet152V2,256,500,0.813,0.826,0.813,0.81,0.66,0.765,0.66,0.7090000000000001,0.976,0.9790000000000001,0.024,0.34,0.235,0.975
RF,VGG19,InceptionV3,256,500,0.813,0.823,0.813,0.809,0.66,0.76,0.66,0.706,0.977,0.9790000000000001,0.023,0.34,0.24,0.975
RF,VGG16,InceptionV3,256,50,0.812,0.8320000000000001,0.812,0.816,0.701,0.6970000000000001,0.701,0.6990000000000001,0.98,0.978,0.02,0.299,0.303,0.975
RF,MobileNet,DenseNet201,128,500,0.812,0.828,0.812,0.8140000000000001,0.705,0.695,0.705,0.7,0.981,0.9790000000000001,0.019,0.295,0.305,0.975
RF,Xception,DenseNet201,128,50,0.812,0.823,0.812,0.813,0.6990000000000001,0.657,0.6990000000000001,0.677,0.98,0.9790000000000001,0.02,0.301,0.34299999999999997,0.975
RF,InceptionV3,DenseNet121,256,50,0.812,0.8270000000000001,0.812,0.813,0.7040000000000001,0.722,0.7040000000000001,0.713,0.978,0.978,0.022000000000000002,0.29600000000000004,0.278,0.975
RF,Xception,DenseNet121,128,100,0.812,0.821,0.812,0.812,0.688,0.6990000000000001,0.688,0.693,0.9790000000000001,0.9790000000000001,0.021,0.312,0.301,0.975
RF,VGG16,ResNet50V2,128,500,0.812,0.8220000000000001,0.812,0.812,0.682,0.703,0.682,0.6920000000000001,0.9790000000000001,0.9790000000000001,0.021,0.318,0.297,0.975
RF,ResNet152V2,DenseNet201,128,100,0.812,0.821,0.812,0.812,0.6890000000000001,0.727,0.6890000000000001,0.7070000000000001,0.978,0.978,0.022000000000000002,0.311,0.273,0.975
RF,InceptionV3,DenseNet121,256,500,0.812,0.82,0.812,0.81,0.682,0.7490000000000001,0.682,0.7140000000000001,0.977,0.978,0.023,0.318,0.251,0.975
RF,Xception,DenseNet169,128,100,0.812,0.8140000000000001,0.812,0.809,0.672,0.695,0.672,0.6829999999999999,0.978,0.9790000000000001,0.022000000000000002,0.32799999999999996,0.305,0.975
RF,ResNet101V2,MobileNet,256,50,0.8109999999999999,0.836,0.8109999999999999,0.8170000000000001,0.7090000000000001,0.685,0.7090000000000001,0.6970000000000001,0.982,0.9790000000000001,0.018000000000000002,0.29100000000000004,0.315,0.975
RF,ResNet50V2,DenseNet201,256,50,0.8109999999999999,0.831,0.8109999999999999,0.8140000000000001,0.713,0.7040000000000001,0.713,0.708,0.981,0.978,0.019,0.287,0.29600000000000004,0.975
RF,Xception,VGG16,256,500,0.8109999999999999,0.82,0.8109999999999999,0.809,0.6729999999999999,0.73,0.6729999999999999,0.7,0.978,0.978,0.022000000000000002,0.327,0.27,0.975
RF,VGG19,ResNet152V2,256,50,0.81,0.8290000000000001,0.81,0.8140000000000001,0.718,0.6859999999999999,0.718,0.7020000000000001,0.981,0.978,0.019,0.282,0.314,0.975
RF,ResNet152V2,DenseNet169,128,50,0.81,0.826,0.81,0.813,0.71,0.672,0.71,0.69,0.981,0.978,0.019,0.29,0.32799999999999996,0.975
RF,Xception,ResNet152V2,256,50,0.81,0.8240000000000001,0.81,0.812,0.7,0.708,0.7,0.7040000000000001,0.9790000000000001,0.978,0.021,0.3,0.292,0.975
RF,Xception,MobileNet,128,50,0.81,0.821,0.81,0.81,0.68,0.6779999999999999,0.68,0.679,0.98,0.9790000000000001,0.02,0.32,0.322,0.975
RF,ResNet50V2,ResNet101V2,256,100,0.809,0.833,0.809,0.813,0.696,0.7240000000000001,0.696,0.71,0.9790000000000001,0.978,0.021,0.304,0.276,0.9740000000000001
RF,ResNet152V2,MobileNetV2,256,50,0.809,0.8290000000000001,0.809,0.813,0.6990000000000001,0.7070000000000001,0.6990000000000001,0.703,0.9790000000000001,0.978,0.021,0.301,0.293,0.9740000000000001
RF,ResNet152V2,DenseNet201,256,50,0.809,0.826,0.809,0.813,0.716,0.7140000000000001,0.716,0.715,0.98,0.978,0.02,0.284,0.28600000000000003,0.975
RF,ResNet50V2,DenseNet201,128,50,0.809,0.826,0.809,0.812,0.715,0.655,0.715,0.684,0.981,0.978,0.019,0.285,0.345,0.9740000000000001
RF,ResNet101V2,DenseNet121,256,500,0.809,0.8290000000000001,0.809,0.812,0.695,0.731,0.695,0.713,0.9790000000000001,0.978,0.021,0.305,0.26899999999999996,0.9740000000000001
RF,VGG16,InceptionV3,128,50,0.809,0.82,0.809,0.8109999999999999,0.6920000000000001,0.654,0.6920000000000001,0.672,0.98,0.978,0.02,0.308,0.34600000000000003,0.975
RF,VGG16,ResNet152V2,128,500,0.809,0.825,0.809,0.809,0.653,0.7290000000000001,0.653,0.6890000000000001,0.978,0.9790000000000001,0.022000000000000002,0.34700000000000003,0.271,0.975
RF,ResNet50V2,ResNet101V2,256,500,0.809,0.825,0.809,0.8079999999999999,0.6729999999999999,0.7390000000000001,0.6729999999999999,0.7040000000000001,0.977,0.978,0.023,0.327,0.261,0.975
RF,ResNet50V2,DenseNet121,128,50,0.8079999999999999,0.8240000000000001,0.8079999999999999,0.81,0.6990000000000001,0.675,0.6990000000000001,0.687,0.98,0.978,0.02,0.301,0.325,0.9740000000000001
RF,MobileNet,MobileNetV2,128,500,0.8079999999999999,0.821,0.8079999999999999,0.807,0.7020000000000001,0.696,0.7020000000000001,0.6990000000000001,0.9790000000000001,0.978,0.021,0.298,0.304,0.9740000000000001
