classifier,model1,model2,model3,image_size,n_component,accuracy,precision,recall,f1_score,balanced_accuracy,balanced_precision_PPV,balanced_recall_TPR,Bal_F1,TNR,NPV,FPR,FNR,FDR,Overall_Acc
RF,VGG16,MobileNet,DenseNet121,128,100,0.867,0.878,0.867,0.8690000000000001,0.774,0.76,0.774,0.767,0.987,0.985,0.013000000000000001,0.226,0.24,0.982
RF,VGG16,InceptionV3,MobileNet,256,100,0.867,0.878,0.867,0.8690000000000001,0.755,0.7909999999999999,0.755,0.773,0.986,0.986,0.013999999999999999,0.245,0.209,0.982
RF,MobileNet,MobileNetV2,DenseNet121,128,100,0.867,0.877,0.867,0.868,0.77,0.794,0.77,0.782,0.986,0.985,0.013999999999999999,0.23,0.20600000000000002,0.982
RF,VGG16,ResNet101V2,DenseNet169,256,100,0.867,0.877,0.867,0.868,0.7709999999999999,0.797,0.7709999999999999,0.784,0.987,0.985,0.013000000000000001,0.22899999999999998,0.203,0.982
RF,VGG16,MobileNet,DenseNet169,256,100,0.867,0.878,0.867,0.868,0.763,0.8,0.763,0.7809999999999999,0.986,0.985,0.013999999999999999,0.237,0.2,0.982
RF,MobileNet,MobileNetV2,DenseNet121,256,100,0.867,0.8759999999999999,0.867,0.868,0.7609999999999999,0.789,0.7609999999999999,0.775,0.987,0.986,0.013000000000000001,0.239,0.21100000000000002,0.982
RF,VGG16,MobileNet,MobileNetV2,256,100,0.866,0.88,0.866,0.8690000000000001,0.765,0.7879999999999999,0.765,0.7759999999999999,0.986,0.985,0.013999999999999999,0.235,0.212,0.982
RF,ResNet101V2,MobileNet,DenseNet169,256,100,0.866,0.879,0.866,0.868,0.768,0.7829999999999999,0.768,0.775,0.987,0.985,0.013000000000000001,0.23199999999999998,0.217,0.982
RF,ResNet101V2,MobileNet,DenseNet201,256,100,0.866,0.879,0.866,0.868,0.7659999999999999,0.7859999999999999,0.7659999999999999,0.7759999999999999,0.987,0.985,0.013000000000000001,0.23399999999999999,0.214,0.982
RF,ResNet152V2,MobileNetV2,DenseNet121,256,100,0.866,0.878,0.866,0.868,0.777,0.809,0.777,0.7929999999999999,0.986,0.985,0.013999999999999999,0.223,0.191,0.982
RF,ResNet152V2,MobileNet,DenseNet201,128,100,0.866,0.875,0.866,0.867,0.759,0.762,0.759,0.76,0.987,0.985,0.013000000000000001,0.24100000000000002,0.23800000000000002,0.982
RF,VGG16,VGG19,MobileNetV2,256,100,0.866,0.877,0.866,0.867,0.757,0.774,0.757,0.765,0.986,0.985,0.013999999999999999,0.243,0.226,0.982
RF,VGG16,ResNet152V2,MobileNetV2,256,100,0.866,0.875,0.866,0.867,0.7609999999999999,0.768,0.7609999999999999,0.764,0.986,0.985,0.013999999999999999,0.239,0.23199999999999998,0.982
RF,ResNet101V2,ResNet152V2,DenseNet169,256,100,0.866,0.877,0.866,0.867,0.778,0.79,0.778,0.784,0.987,0.985,0.013000000000000001,0.222,0.21,0.982
RF,VGG16,MobileNet,DenseNet121,256,100,0.865,0.879,0.865,0.868,0.773,0.7979999999999999,0.773,0.785,0.986,0.985,0.013999999999999999,0.22699999999999998,0.20199999999999999,0.982
RF,VGG16,MobileNetV2,DenseNet201,256,100,0.865,0.879,0.865,0.868,0.778,0.784,0.778,0.7809999999999999,0.987,0.985,0.013000000000000001,0.222,0.21600000000000003,0.982
RF,VGG19,ResNet152V2,DenseNet201,256,100,0.865,0.878,0.865,0.868,0.787,0.794,0.787,0.79,0.987,0.9840000000000001,0.013000000000000001,0.213,0.20600000000000002,0.982
RF,ResNet152V2,DenseNet121,DenseNet201,256,100,0.865,0.879,0.865,0.868,0.794,0.8009999999999999,0.794,0.797,0.986,0.9840000000000001,0.013999999999999999,0.20600000000000002,0.19899999999999998,0.982
RF,VGG19,MobileNet,MobileNetV2,256,100,0.865,0.879,0.865,0.867,0.752,0.784,0.752,0.768,0.986,0.985,0.013999999999999999,0.248,0.21600000000000003,0.982
RF,InceptionV3,MobileNetV2,DenseNet169,256,100,0.865,0.872,0.865,0.865,0.746,0.772,0.746,0.759,0.986,0.985,0.013999999999999999,0.254,0.228,0.982
RF,VGG16,ResNet101V2,MobileNet,256,100,0.8640000000000001,0.878,0.8640000000000001,0.867,0.76,0.772,0.76,0.7659999999999999,0.987,0.985,0.013000000000000001,0.24,0.228,0.982
RF,VGG16,MobileNet,DenseNet201,256,100,0.8640000000000001,0.878,0.8640000000000001,0.867,0.7829999999999999,0.812,0.7829999999999999,0.797,0.986,0.9840000000000001,0.013999999999999999,0.217,0.188,0.982
RF,VGG16,ResNet152V2,MobileNet,256,100,0.8640000000000001,0.8740000000000001,0.8640000000000001,0.866,0.758,0.7759999999999999,0.758,0.767,0.987,0.985,0.013000000000000001,0.242,0.22399999999999998,0.982
RF,VGG16,MobileNetV2,DenseNet121,256,100,0.8640000000000001,0.8759999999999999,0.8640000000000001,0.866,0.78,0.785,0.78,0.782,0.986,0.985,0.013999999999999999,0.22,0.215,0.982
RF,VGG19,MobileNet,DenseNet201,256,100,0.8640000000000001,0.8759999999999999,0.8640000000000001,0.866,0.757,0.7879999999999999,0.757,0.772,0.986,0.985,0.013999999999999999,0.243,0.212,0.982
RF,VGG19,DenseNet169,DenseNet201,256,100,0.8640000000000001,0.879,0.8640000000000001,0.866,0.785,0.789,0.785,0.787,0.987,0.9840000000000001,0.013000000000000001,0.215,0.21100000000000002,0.982
RF,ResNet101V2,DenseNet121,DenseNet169,256,100,0.8640000000000001,0.875,0.8640000000000001,0.866,0.7859999999999999,0.784,0.7859999999999999,0.785,0.987,0.9840000000000001,0.013000000000000001,0.214,0.21600000000000003,0.982
RF,VGG19,InceptionV3,MobileNet,256,100,0.8640000000000001,0.875,0.8640000000000001,0.865,0.7490000000000001,0.769,0.7490000000000001,0.759,0.986,0.985,0.013999999999999999,0.251,0.231,0.982
RF,ResNet101V2,MobileNet,DenseNet121,256,100,0.8640000000000001,0.875,0.8640000000000001,0.865,0.753,0.7829999999999999,0.753,0.768,0.986,0.985,0.013999999999999999,0.247,0.217,0.982
RF,ResNet152V2,InceptionV3,MobileNet,256,100,0.8640000000000001,0.8740000000000001,0.8640000000000001,0.863,0.738,0.804,0.738,0.77,0.986,0.986,0.013999999999999999,0.262,0.196,0.982
RF,VGG16,ResNet152V2,DenseNet121,256,100,0.863,0.877,0.863,0.866,0.785,0.782,0.785,0.7829999999999999,0.986,0.9840000000000001,0.013999999999999999,0.215,0.218,0.982
RF,VGG19,MobileNet,DenseNet121,256,100,0.863,0.875,0.863,0.866,0.775,0.777,0.775,0.7759999999999999,0.986,0.9840000000000001,0.013999999999999999,0.225,0.223,0.982
RF,DenseNet121,DenseNet169,DenseNet201,256,100,0.863,0.877,0.863,0.866,0.7909999999999999,0.7879999999999999,0.7909999999999999,0.789,0.987,0.9840000000000001,0.013000000000000001,0.209,0.212,0.982
RF,MobileNet,DenseNet121,DenseNet201,128,100,0.863,0.878,0.863,0.865,0.7859999999999999,0.762,0.7859999999999999,0.774,0.987,0.9840000000000001,0.013000000000000001,0.214,0.23800000000000002,0.982
RF,VGG19,InceptionV3,MobileNetV2,256,100,0.862,0.878,0.862,0.865,0.755,0.773,0.755,0.764,0.986,0.9840000000000001,0.013999999999999999,0.245,0.22699999999999998,0.982
RF,VGG19,MobileNetV2,DenseNet169,256,100,0.862,0.8759999999999999,0.862,0.865,0.772,0.763,0.772,0.767,0.986,0.9840000000000001,0.013999999999999999,0.228,0.237,0.982
RF,ResNet101V2,InceptionV3,MobileNet,256,100,0.862,0.878,0.862,0.865,0.747,0.778,0.747,0.762,0.986,0.985,0.013999999999999999,0.253,0.222,0.982
RF,MobileNet,MobileNetV2,DenseNet169,128,100,0.862,0.871,0.862,0.8640000000000001,0.762,0.757,0.762,0.759,0.986,0.985,0.013999999999999999,0.23800000000000002,0.243,0.982
RF,ResNet152V2,DenseNet121,DenseNet169,256,100,0.862,0.8759999999999999,0.862,0.8640000000000001,0.7809999999999999,0.789,0.7809999999999999,0.785,0.986,0.9840000000000001,0.013999999999999999,0.21899999999999997,0.21100000000000002,0.982
RF,InceptionV3,MobileNet,MobileNetV2,256,100,0.862,0.8740000000000001,0.862,0.8640000000000001,0.7509999999999999,0.7709999999999999,0.7509999999999999,0.7609999999999999,0.986,0.985,0.013999999999999999,0.249,0.22899999999999998,0.982
RF,InceptionV3,DenseNet121,DenseNet169,256,100,0.862,0.8759999999999999,0.862,0.8640000000000001,0.772,0.769,0.772,0.77,0.986,0.9840000000000001,0.013999999999999999,0.228,0.231,0.982
RF,MobileNet,DenseNet121,DenseNet169,256,100,0.862,0.8740000000000001,0.862,0.8640000000000001,0.765,0.7759999999999999,0.765,0.77,0.987,0.9840000000000001,0.013000000000000001,0.235,0.22399999999999998,0.982
RF,MobileNetV2,DenseNet121,DenseNet169,256,100,0.862,0.8759999999999999,0.862,0.8640000000000001,0.773,0.782,0.773,0.777,0.986,0.9840000000000001,0.013999999999999999,0.22699999999999998,0.218,0.982
RF,VGG19,ResNet101V2,MobileNet,128,100,0.862,0.872,0.862,0.863,0.768,0.764,0.768,0.7659999999999999,0.986,0.9840000000000001,0.013999999999999999,0.23199999999999998,0.23600000000000002,0.982
RF,ResNet152V2,MobileNet,MobileNetV2,256,100,0.862,0.873,0.862,0.863,0.747,0.79,0.747,0.768,0.986,0.985,0.013999999999999999,0.253,0.21,0.982
RF,MobileNet,DenseNet169,DenseNet201,256,100,0.862,0.8740000000000001,0.862,0.863,0.757,0.784,0.757,0.77,0.986,0.9840000000000001,0.013999999999999999,0.243,0.21600000000000003,0.982
RF,ResNet152V2,MobileNet,MobileNetV2,128,100,0.861,0.8759999999999999,0.861,0.8640000000000001,0.7609999999999999,0.7659999999999999,0.7609999999999999,0.763,0.986,0.985,0.013999999999999999,0.239,0.23399999999999999,0.981
RF,VGG19,ResNet152V2,DenseNet169,256,100,0.861,0.872,0.861,0.863,0.777,0.769,0.777,0.773,0.986,0.9840000000000001,0.013999999999999999,0.223,0.231,0.981
RF,ResNet152V2,MobileNet,DenseNet121,128,100,0.861,0.873,0.861,0.862,0.76,0.765,0.76,0.762,0.986,0.9840000000000001,0.013999999999999999,0.24,0.235,0.981
RF,ResNet101V2,MobileNetV2,DenseNet169,256,100,0.861,0.868,0.861,0.862,0.757,0.774,0.757,0.765,0.985,0.9840000000000001,0.015,0.243,0.226,0.981
RF,VGG16,MobileNet,DenseNet201,128,50,0.86,0.8759999999999999,0.86,0.8640000000000001,0.785,0.732,0.785,0.758,0.988,0.9840000000000001,0.012,0.215,0.268,0.981
RF,ResNet101V2,DenseNet169,DenseNet201,256,100,0.86,0.877,0.86,0.8640000000000001,0.784,0.7859999999999999,0.784,0.785,0.986,0.983,0.013999999999999999,0.21600000000000003,0.214,0.981
RF,VGG16,ResNet152V2,DenseNet169,256,50,0.86,0.875,0.86,0.863,0.779,0.737,0.779,0.757,0.988,0.9840000000000001,0.012,0.221,0.263,0.981
RF,VGG16,InceptionV3,DenseNet121,256,100,0.86,0.8759999999999999,0.86,0.863,0.774,0.774,0.774,0.774,0.986,0.9840000000000001,0.013999999999999999,0.226,0.226,0.981
RF,ResNet101V2,MobileNetV2,DenseNet121,256,100,0.86,0.8759999999999999,0.86,0.863,0.773,0.78,0.773,0.7759999999999999,0.986,0.9840000000000001,0.013999999999999999,0.22699999999999998,0.22,0.981
RF,InceptionV3,DenseNet121,DenseNet201,256,100,0.86,0.875,0.86,0.863,0.7909999999999999,0.7929999999999999,0.7909999999999999,0.792,0.986,0.983,0.013999999999999999,0.209,0.207,0.981
RF,ResNet101V2,ResNet152V2,MobileNetV2,256,100,0.86,0.873,0.86,0.862,0.7559999999999999,0.77,0.7559999999999999,0.763,0.986,0.985,0.013999999999999999,0.244,0.23,0.981
RF,ResNet101V2,InceptionV3,DenseNet169,256,100,0.86,0.873,0.86,0.862,0.7659999999999999,0.7879999999999999,0.7659999999999999,0.777,0.986,0.9840000000000001,0.013999999999999999,0.23399999999999999,0.212,0.981
RF,MobileNet,DenseNet121,DenseNet201,256,100,0.86,0.87,0.86,0.861,0.774,0.789,0.774,0.7809999999999999,0.986,0.9840000000000001,0.013999999999999999,0.226,0.21100000000000002,0.981
RF,VGG19,DenseNet121,DenseNet201,256,100,0.8590000000000001,0.8759999999999999,0.8590000000000001,0.863,0.7929999999999999,0.7859999999999999,0.7929999999999999,0.789,0.986,0.983,0.013999999999999999,0.207,0.214,0.981
RF,VGG16,MobileNetV2,DenseNet121,128,100,0.8590000000000001,0.8740000000000001,0.8590000000000001,0.862,0.767,0.748,0.767,0.757,0.987,0.9840000000000001,0.013000000000000001,0.233,0.252,0.981
RF,VGG19,MobileNet,DenseNet169,128,100,0.8590000000000001,0.875,0.8590000000000001,0.862,0.7809999999999999,0.76,0.7809999999999999,0.77,0.987,0.9840000000000001,0.013000000000000001,0.21899999999999997,0.24,0.981
RF,VGG19,MobileNet,DenseNet201,128,100,0.8590000000000001,0.872,0.8590000000000001,0.862,0.774,0.7490000000000001,0.774,0.7609999999999999,0.987,0.9840000000000001,0.013000000000000001,0.226,0.251,0.981
RF,VGG19,DenseNet121,DenseNet169,256,100,0.8590000000000001,0.8740000000000001,0.8590000000000001,0.862,0.785,0.768,0.785,0.7759999999999999,0.986,0.983,0.013999999999999999,0.215,0.23199999999999998,0.981
RF,ResNet101V2,MobileNet,MobileNetV2,256,100,0.8590000000000001,0.8759999999999999,0.8590000000000001,0.862,0.7509999999999999,0.779,0.7509999999999999,0.765,0.986,0.9840000000000001,0.013999999999999999,0.249,0.221,0.981
RF,VGG16,ResNet101V2,MobileNetV2,256,100,0.8590000000000001,0.873,0.8590000000000001,0.861,0.753,0.767,0.753,0.76,0.986,0.9840000000000001,0.013999999999999999,0.247,0.233,0.981
RF,ResNet152V2,MobileNet,DenseNet201,256,100,0.8590000000000001,0.873,0.8590000000000001,0.861,0.763,0.7929999999999999,0.763,0.778,0.986,0.9840000000000001,0.013999999999999999,0.237,0.207,0.981
RF,VGG16,ResNet152V2,InceptionV3,256,100,0.8590000000000001,0.87,0.8590000000000001,0.86,0.748,0.785,0.748,0.7659999999999999,0.985,0.9840000000000001,0.015,0.252,0.215,0.981
RF,VGG19,InceptionV3,DenseNet121,256,100,0.858,0.878,0.858,0.863,0.787,0.789,0.787,0.7879999999999999,0.986,0.983,0.013999999999999999,0.213,0.21100000000000002,0.981
RF,ResNet152V2,MobileNetV2,DenseNet121,128,100,0.858,0.877,0.858,0.862,0.802,0.7659999999999999,0.802,0.784,0.986,0.983,0.013999999999999999,0.198,0.23399999999999999,0.981
RF,ResNet152V2,MobileNet,DenseNet121,256,100,0.858,0.8759999999999999,0.858,0.862,0.7759999999999999,0.7709999999999999,0.7759999999999999,0.773,0.987,0.983,0.013000000000000001,0.22399999999999998,0.22899999999999998,0.981
RF,MobileNetV2,DenseNet121,DenseNet201,256,100,0.858,0.873,0.858,0.862,0.787,0.7859999999999999,0.787,0.7859999999999999,0.986,0.983,0.013999999999999999,0.213,0.214,0.981
RF,VGG16,MobileNet,DenseNet169,128,100,0.858,0.873,0.858,0.861,0.75,0.75,0.75,0.75,0.986,0.9840000000000001,0.013999999999999999,0.25,0.25,0.981
RF,VGG16,MobileNetV2,DenseNet201,128,50,0.858,0.873,0.858,0.861,0.769,0.763,0.769,0.7659999999999999,0.987,0.9840000000000001,0.013000000000000001,0.231,0.237,0.981
RF,ResNet101V2,MobileNet,DenseNet169,128,100,0.858,0.872,0.858,0.861,0.7659999999999999,0.745,0.7659999999999999,0.755,0.987,0.9840000000000001,0.013000000000000001,0.23399999999999999,0.255,0.981
RF,MobileNet,MobileNetV2,DenseNet201,128,50,0.858,0.872,0.858,0.861,0.774,0.742,0.774,0.758,0.987,0.9840000000000001,0.013000000000000001,0.226,0.258,0.981
RF,MobileNet,DenseNet169,DenseNet201,128,100,0.858,0.872,0.858,0.861,0.767,0.737,0.767,0.752,0.987,0.9840000000000001,0.013000000000000001,0.233,0.263,0.981
RF,VGG19,ResNet152V2,MobileNetV2,256,100,0.858,0.8740000000000001,0.858,0.861,0.758,0.784,0.758,0.7709999999999999,0.985,0.9840000000000001,0.015,0.242,0.21600000000000003,0.981
RF,VGG16,MobileNet,MobileNetV2,128,100,0.858,0.87,0.858,0.86,0.759,0.757,0.759,0.758,0.986,0.9840000000000001,0.013999999999999999,0.24100000000000002,0.243,0.981
RF,ResNet101V2,MobileNet,DenseNet201,128,100,0.858,0.8690000000000001,0.858,0.86,0.7659999999999999,0.742,0.7659999999999999,0.754,0.986,0.9840000000000001,0.013999999999999999,0.23399999999999999,0.258,0.981
RF,InceptionV3,MobileNet,DenseNet121,128,100,0.858,0.8690000000000001,0.858,0.8590000000000001,0.7559999999999999,0.759,0.7559999999999999,0.757,0.986,0.9840000000000001,0.013999999999999999,0.244,0.24100000000000002,0.981
RF,ResNet152V2,InceptionV3,DenseNet121,256,100,0.858,0.8690000000000001,0.858,0.8590000000000001,0.77,0.794,0.77,0.782,0.985,0.983,0.015,0.23,0.20600000000000002,0.981
RF,VGG16,VGG19,DenseNet201,256,100,0.857,0.873,0.857,0.86,0.79,0.773,0.79,0.7809999999999999,0.986,0.983,0.013999999999999999,0.21,0.22699999999999998,0.981
RF,ResNet101V2,ResNet152V2,DenseNet201,256,100,0.857,0.872,0.857,0.86,0.769,0.767,0.769,0.768,0.986,0.983,0.013999999999999999,0.231,0.233,0.981
RF,ResNet152V2,MobileNet,MobileNetV2,256,500,0.857,0.8740000000000001,0.857,0.86,0.754,0.7709999999999999,0.754,0.762,0.987,0.9840000000000001,0.013000000000000001,0.24600000000000002,0.22899999999999998,0.981
RF,MobileNet,DenseNet121,DenseNet169,128,100,0.857,0.87,0.857,0.8590000000000001,0.775,0.753,0.775,0.764,0.986,0.983,0.013999999999999999,0.225,0.247,0.981
RF,VGG19,MobileNet,DenseNet169,256,100,0.857,0.867,0.857,0.858,0.753,0.762,0.753,0.757,0.985,0.9840000000000001,0.015,0.247,0.23800000000000002,0.981
RF,ResNet101V2,MobileNetV2,DenseNet201,128,100,0.856,0.877,0.856,0.86,0.774,0.768,0.774,0.7709999999999999,0.987,0.983,0.013000000000000001,0.226,0.23199999999999998,0.981
RF,VGG16,MobileNet,MobileNetV2,256,500,0.856,0.875,0.856,0.86,0.765,0.762,0.765,0.763,0.986,0.9840000000000001,0.013999999999999999,0.235,0.23800000000000002,0.981
RF,VGG16,ResNet101V2,DenseNet201,128,100,0.856,0.873,0.856,0.8590000000000001,0.77,0.743,0.77,0.7559999999999999,0.986,0.983,0.013999999999999999,0.23,0.257,0.981
RF,VGG16,DenseNet169,DenseNet201,128,100,0.856,0.8690000000000001,0.856,0.8590000000000001,0.7879999999999999,0.77,0.7879999999999999,0.779,0.986,0.983,0.013999999999999999,0.212,0.23,0.981
RF,ResNet101V2,DenseNet121,DenseNet201,256,100,0.856,0.872,0.856,0.8590000000000001,0.795,0.792,0.795,0.7929999999999999,0.985,0.983,0.015,0.205,0.20800000000000002,0.981
RF,ResNet152V2,MobileNet,DenseNet169,256,50,0.856,0.873,0.856,0.8590000000000001,0.768,0.747,0.768,0.757,0.987,0.9840000000000001,0.013000000000000001,0.23199999999999998,0.253,0.981
RF,InceptionV3,MobileNet,DenseNet169,256,50,0.856,0.871,0.856,0.8590000000000001,0.76,0.77,0.76,0.765,0.986,0.9840000000000001,0.013999999999999999,0.24,0.23,0.981
RF,MobileNet,MobileNetV2,DenseNet169,256,500,0.856,0.872,0.856,0.8590000000000001,0.764,0.752,0.764,0.758,0.986,0.9840000000000001,0.013999999999999999,0.23600000000000002,0.248,0.981
RF,ResNet101V2,MobileNet,MobileNetV2,128,100,0.856,0.8690000000000001,0.856,0.858,0.7559999999999999,0.735,0.7559999999999999,0.745,0.986,0.9840000000000001,0.013999999999999999,0.244,0.265,0.981
RF,VGG16,VGG19,ResNet152V2,256,100,0.856,0.8690000000000001,0.856,0.858,0.754,0.768,0.754,0.7609999999999999,0.986,0.9840000000000001,0.013999999999999999,0.24600000000000002,0.23199999999999998,0.981
RF,VGG19,ResNet101V2,MobileNetV2,256,100,0.856,0.871,0.856,0.858,0.754,0.764,0.754,0.759,0.985,0.9840000000000001,0.015,0.24600000000000002,0.23600000000000002,0.981
RF,VGG19,InceptionV3,DenseNet201,256,100,0.855,0.8759999999999999,0.855,0.86,0.7709999999999999,0.787,0.7709999999999999,0.779,0.986,0.983,0.013999999999999999,0.22899999999999998,0.213,0.981
RF,VGG16,MobileNetV2,DenseNet201,128,100,0.855,0.873,0.855,0.8590000000000001,0.794,0.75,0.794,0.7709999999999999,0.987,0.983,0.013000000000000001,0.20600000000000002,0.25,0.981
RF,MobileNetV2,DenseNet121,DenseNet201,128,100,0.855,0.875,0.855,0.8590000000000001,0.784,0.767,0.784,0.775,0.986,0.983,0.013999999999999999,0.21600000000000003,0.233,0.981
RF,InceptionV3,MobileNet,DenseNet169,128,100,0.855,0.871,0.855,0.858,0.773,0.73,0.773,0.7509999999999999,0.986,0.983,0.013999999999999999,0.22699999999999998,0.27,0.981
RF,VGG19,InceptionV3,DenseNet169,256,100,0.855,0.87,0.855,0.858,0.7609999999999999,0.7759999999999999,0.7609999999999999,0.768,0.985,0.983,0.015,0.239,0.22399999999999998,0.981
RF,ResNet152V2,MobileNetV2,DenseNet201,128,100,0.855,0.866,0.855,0.857,0.775,0.747,0.775,0.7609999999999999,0.986,0.983,0.013999999999999999,0.225,0.253,0.981
RF,ResNet101V2,InceptionV3,DenseNet201,256,100,0.855,0.871,0.855,0.857,0.772,0.784,0.772,0.778,0.985,0.983,0.015,0.228,0.21600000000000003,0.981
RF,VGG19,MobileNet,MobileNetV2,128,100,0.855,0.866,0.855,0.856,0.76,0.752,0.76,0.7559999999999999,0.985,0.9840000000000001,0.015,0.24,0.248,0.981
RF,VGG16,MobileNet,DenseNet201,256,50,0.8540000000000001,0.873,0.8540000000000001,0.8590000000000001,0.782,0.762,0.782,0.772,0.987,0.983,0.013000000000000001,0.218,0.23800000000000002,0.981
