classifier,model1,model2,image_size,n_components,accuracy,precision,recall,f1_score,balanced_accuracy,balanced_precision_PPV,balanced_recall_TPR,Bal_F1,TNR,NPV,FPR,FNR,FDR,Overall_Acc
RF,VGG16,DenseNet121,256,"[50, 100, 500]",0.826,0.853,0.826,0.8320000000000001,0.759,0.73,0.759,0.7440000000000001,0.9840000000000001,0.98,0.016,0.24100000000000002,0.27,0.977
RF,ResNet50V2,MobileNetV2,128,"[50, 100, 500]",0.826,0.847,0.826,0.831,0.7509999999999999,0.7,0.7509999999999999,0.725,0.983,0.98,0.017,0.249,0.3,0.977
RF,DenseNet121,DenseNet169,128,"[50, 100, 500]",0.826,0.8490000000000001,0.826,0.831,0.7659999999999999,0.708,0.7659999999999999,0.736,0.9840000000000001,0.9790000000000001,0.016,0.23399999999999999,0.292,0.977
RF,ResNet50V2,DenseNet201,256,"[50, 100, 500]",0.825,0.858,0.825,0.833,0.763,0.753,0.763,0.758,0.9840000000000001,0.9790000000000001,0.016,0.237,0.247,0.977
RF,VGG19,InceptionV3,256,"[50, 100, 500]",0.825,0.857,0.825,0.8320000000000001,0.7440000000000001,0.733,0.7440000000000001,0.738,0.9840000000000001,0.98,0.016,0.256,0.267,0.977
RF,Xception,ResNet101V2,128,"[50, 100, 500]",0.825,0.85,0.825,0.831,0.7170000000000001,0.687,0.7170000000000001,0.7020000000000001,0.9840000000000001,0.981,0.016,0.28300000000000003,0.313,0.977
RF,ResNet101V2,DenseNet121,128,"[50, 100, 500]",0.825,0.847,0.825,0.83,0.732,0.716,0.732,0.7240000000000001,0.983,0.98,0.017,0.268,0.284,0.977
RF,VGG16,InceptionV3,256,"[50, 100, 500]",0.825,0.852,0.825,0.83,0.7170000000000001,0.7120000000000001,0.7170000000000001,0.7140000000000001,0.9840000000000001,0.98,0.016,0.28300000000000003,0.28800000000000003,0.977
RF,ResNet101V2,InceptionV3,256,"[50, 100, 500]",0.825,0.846,0.825,0.8290000000000001,0.71,0.748,0.71,0.7290000000000001,0.981,0.98,0.019,0.29,0.252,0.977
RF,ResNet50V2,DenseNet201,128,"[50, 100, 500]",0.8240000000000001,0.85,0.8240000000000001,0.831,0.76,0.6890000000000001,0.76,0.723,0.9840000000000001,0.98,0.016,0.24,0.311,0.977
RF,Xception,VGG16,256,"[50, 100, 500]",0.8240000000000001,0.85,0.8240000000000001,0.83,0.753,0.7020000000000001,0.753,0.727,0.9840000000000001,0.98,0.016,0.247,0.298,0.977
RF,Xception,MobileNet,128,"[50, 100, 500]",0.8240000000000001,0.8440000000000001,0.8240000000000001,0.828,0.722,0.69,0.722,0.706,0.982,0.98,0.018000000000000002,0.278,0.31,0.977
RF,ResNet101V2,DenseNet169,128,"[50, 100, 500]",0.823,0.853,0.823,0.831,0.7709999999999999,0.698,0.7709999999999999,0.733,0.985,0.9790000000000001,0.015,0.22899999999999998,0.302,0.976
RF,VGG19,ResNet101V2,256,"[50, 100, 500]",0.823,0.857,0.823,0.831,0.7440000000000001,0.726,0.7440000000000001,0.735,0.983,0.98,0.017,0.256,0.27399999999999997,0.976
RF,VGG16,VGG19,256,"[50, 100, 500]",0.823,0.851,0.823,0.83,0.747,0.716,0.747,0.731,0.983,0.9790000000000001,0.017,0.253,0.284,0.976
RF,ResNet50V2,ResNet101V2,256,"[50, 100, 500]",0.823,0.8540000000000001,0.823,0.83,0.733,0.736,0.733,0.7340000000000001,0.983,0.98,0.017,0.267,0.264,0.976
RF,ResNet50V2,DenseNet121,128,"[50, 100, 500]",0.823,0.847,0.823,0.8290000000000001,0.75,0.688,0.75,0.718,0.9840000000000001,0.98,0.016,0.25,0.312,0.976
RF,DenseNet121,DenseNet201,128,"[50, 100, 500]",0.823,0.848,0.823,0.8290000000000001,0.78,0.696,0.78,0.736,0.9840000000000001,0.9790000000000001,0.016,0.22,0.304,0.976
RF,ResNet101V2,InceptionV3,256,"[50, 100, 500]",0.823,0.853,0.823,0.8290000000000001,0.71,0.757,0.71,0.733,0.982,0.98,0.018000000000000002,0.29,0.243,0.976
RF,MobileNetV2,DenseNet169,128,"[50, 100, 500]",0.823,0.848,0.823,0.828,0.747,0.736,0.747,0.741,0.983,0.9790000000000001,0.017,0.253,0.264,0.976
RF,ResNet50V2,InceptionV3,256,"[50, 100, 500]",0.823,0.85,0.823,0.828,0.733,0.743,0.733,0.738,0.982,0.9790000000000001,0.018000000000000002,0.267,0.257,0.976
RF,ResNet50V2,DenseNet121,256,"[50, 100, 500]",0.823,0.852,0.823,0.828,0.7509999999999999,0.7490000000000001,0.7509999999999999,0.75,0.983,0.9790000000000001,0.017,0.249,0.251,0.976
RF,VGG16,DenseNet169,128,"[50, 100, 500]",0.823,0.8420000000000001,0.823,0.8270000000000001,0.7290000000000001,0.7170000000000001,0.7290000000000001,0.723,0.983,0.98,0.017,0.271,0.28300000000000003,0.976
RF,VGG19,InceptionV3,128,"[50, 100, 500]",0.823,0.8390000000000001,0.823,0.826,0.732,0.693,0.732,0.7120000000000001,0.983,0.98,0.017,0.268,0.307,0.976
RF,VGG19,DenseNet169,128,"[50, 100, 500]",0.821,0.846,0.821,0.828,0.768,0.713,0.768,0.7390000000000001,0.983,0.9790000000000001,0.017,0.23199999999999998,0.287,0.976
RF,ResNet101V2,DenseNet121,128,"[50, 100, 500]",0.821,0.846,0.821,0.828,0.754,0.693,0.754,0.722,0.9840000000000001,0.9790000000000001,0.016,0.24600000000000002,0.307,0.976
RF,Xception,ResNet152V2,256,"[50, 100, 500]",0.821,0.851,0.821,0.828,0.732,0.731,0.732,0.731,0.983,0.98,0.017,0.268,0.26899999999999996,0.976
RF,ResNet101V2,DenseNet201,128,"[50, 100, 500]",0.821,0.845,0.821,0.8270000000000001,0.74,0.6809999999999999,0.74,0.7090000000000001,0.983,0.9790000000000001,0.017,0.26,0.319,0.976
RF,ResNet152V2,MobileNetV2,128,"[50, 100, 500]",0.821,0.845,0.821,0.8270000000000001,0.738,0.696,0.738,0.716,0.983,0.98,0.017,0.262,0.304,0.976
RF,ResNet101V2,DenseNet201,256,"[50, 100, 500]",0.821,0.8490000000000001,0.821,0.8270000000000001,0.752,0.737,0.752,0.7440000000000001,0.983,0.9790000000000001,0.017,0.248,0.263,0.976
RF,VGG16,VGG19,128,"[50, 100, 500]",0.821,0.84,0.821,0.825,0.735,0.72,0.735,0.727,0.982,0.9790000000000001,0.018000000000000002,0.265,0.28,0.976
RF,Xception,VGG16,128,"[50, 100, 500]",0.821,0.84,0.821,0.8240000000000001,0.7120000000000001,0.6970000000000001,0.7120000000000001,0.7040000000000001,0.982,0.98,0.018000000000000002,0.28800000000000003,0.303,0.976
RF,ResNet152V2,DenseNet121,256,"[50, 100, 500]",0.82,0.852,0.82,0.828,0.765,0.725,0.765,0.7440000000000001,0.983,0.9790000000000001,0.017,0.235,0.275,0.976
RF,Xception,ResNet50V2,256,"[50, 100, 500]",0.82,0.8490000000000001,0.82,0.8270000000000001,0.715,0.7559999999999999,0.715,0.735,0.982,0.9790000000000001,0.018000000000000002,0.285,0.244,0.976
RF,ResNet101V2,DenseNet201,128,"[50, 100, 500]",0.8190000000000001,0.847,0.8190000000000001,0.826,0.755,0.703,0.755,0.728,0.983,0.9790000000000001,0.017,0.245,0.297,0.976
RF,ResNet50V2,ResNet152V2,256,"[50, 100, 500]",0.8190000000000001,0.85,0.8190000000000001,0.826,0.733,0.754,0.733,0.743,0.982,0.9790000000000001,0.018000000000000002,0.267,0.24600000000000002,0.976
RF,VGG16,InceptionV3,128,"[50, 100, 500]",0.8190000000000001,0.8340000000000001,0.8190000000000001,0.8220000000000001,0.726,0.695,0.726,0.71,0.981,0.9790000000000001,0.019,0.27399999999999997,0.305,0.976
RF,ResNet50V2,DenseNet121,128,"[50, 100, 500]",0.8190000000000001,0.838,0.8190000000000001,0.82,0.7090000000000001,0.7290000000000001,0.7090000000000001,0.7190000000000001,0.981,0.9790000000000001,0.019,0.29100000000000004,0.271,0.976
RF,VGG19,DenseNet201,128,"[50, 100, 500]",0.818,0.8490000000000001,0.818,0.826,0.77,0.7020000000000001,0.77,0.7340000000000001,0.9840000000000001,0.9790000000000001,0.016,0.23,0.298,0.976
RF,ResNet50V2,ResNet152V2,256,"[50, 100, 500]",0.818,0.846,0.818,0.825,0.735,0.7490000000000001,0.735,0.742,0.982,0.9790000000000001,0.018000000000000002,0.265,0.251,0.976
RF,VGG19,ResNet50V2,128,"[50, 100, 500]",0.818,0.8390000000000001,0.818,0.823,0.7340000000000001,0.698,0.7340000000000001,0.716,0.983,0.9790000000000001,0.017,0.266,0.302,0.976
RF,ResNet101V2,DenseNet121,256,"[50, 100, 500]",0.8170000000000001,0.8490000000000001,0.8170000000000001,0.826,0.759,0.726,0.759,0.742,0.983,0.978,0.017,0.24100000000000002,0.27399999999999997,0.976
RF,ResNet101V2,ResNet152V2,128,"[50, 100, 500]",0.8170000000000001,0.847,0.8170000000000001,0.825,0.718,0.716,0.718,0.7170000000000001,0.983,0.9790000000000001,0.017,0.282,0.284,0.976
RF,ResNet50V2,ResNet101V2,256,"[50, 100, 500]",0.8170000000000001,0.847,0.8170000000000001,0.825,0.7290000000000001,0.738,0.7290000000000001,0.733,0.982,0.9790000000000001,0.018000000000000002,0.271,0.262,0.976
RF,DenseNet121,DenseNet201,128,"[50, 100, 500]",0.8170000000000001,0.8420000000000001,0.8170000000000001,0.8220000000000001,0.733,0.72,0.733,0.726,0.982,0.978,0.018000000000000002,0.267,0.28,0.976
RF,Xception,ResNet50V2,128,"[50, 100, 500]",0.8170000000000001,0.836,0.8170000000000001,0.821,0.72,0.6890000000000001,0.72,0.7040000000000001,0.982,0.9790000000000001,0.018000000000000002,0.28,0.311,0.976
RF,ResNet152V2,InceptionV3,256,"[50, 100, 500]",0.8170000000000001,0.838,0.8170000000000001,0.82,0.7170000000000001,0.735,0.7170000000000001,0.726,0.98,0.9790000000000001,0.02,0.28300000000000003,0.265,0.976
RF,InceptionV3,DenseNet121,256,"[50, 100, 500]",0.816,0.852,0.816,0.8240000000000001,0.762,0.755,0.762,0.758,0.983,0.978,0.017,0.23800000000000002,0.245,0.975
RF,ResNet101V2,MobileNetV2,128,"[50, 100, 500]",0.816,0.841,0.816,0.823,0.713,0.7090000000000001,0.713,0.711,0.982,0.9790000000000001,0.018000000000000002,0.287,0.29100000000000004,0.975
RF,Xception,ResNet101V2,256,"[50, 100, 500]",0.816,0.8390000000000001,0.816,0.821,0.723,0.71,0.723,0.716,0.981,0.9790000000000001,0.019,0.27699999999999997,0.29,0.975
RF,VGG16,ResNet50V2,256,"[50, 100, 500]",0.815,0.8540000000000001,0.815,0.825,0.738,0.715,0.738,0.726,0.983,0.9790000000000001,0.017,0.262,0.285,0.975
RF,Xception,DenseNet121,256,"[50, 100, 500]",0.815,0.845,0.815,0.8220000000000001,0.75,0.74,0.75,0.745,0.982,0.978,0.018000000000000002,0.25,0.26,0.975
RF,ResNet101V2,MobileNet,128,"[50, 100, 500]",0.815,0.8420000000000001,0.815,0.821,0.718,0.718,0.718,0.718,0.982,0.9790000000000001,0.018000000000000002,0.282,0.282,0.975
RF,ResNet50V2,ResNet152V2,128,"[50, 100, 500]",0.8140000000000001,0.845,0.8140000000000001,0.8220000000000001,0.7340000000000001,0.703,0.7340000000000001,0.718,0.983,0.9790000000000001,0.017,0.266,0.297,0.975
RF,VGG19,ResNet101V2,256,"[50, 100, 500]",0.8140000000000001,0.845,0.8140000000000001,0.8220000000000001,0.745,0.6809999999999999,0.745,0.7120000000000001,0.983,0.9790000000000001,0.017,0.255,0.319,0.975
RF,ResNet152V2,DenseNet121,128,"[50, 100, 500]",0.8140000000000001,0.8440000000000001,0.8140000000000001,0.821,0.752,0.687,0.752,0.718,0.983,0.978,0.017,0.248,0.313,0.975
RF,VGG19,ResNet152V2,128,"[50, 100, 500]",0.8140000000000001,0.8320000000000001,0.8140000000000001,0.8170000000000001,0.7090000000000001,0.716,0.7090000000000001,0.7120000000000001,0.981,0.9790000000000001,0.019,0.29100000000000004,0.284,0.975
RF,ResNet152V2,DenseNet201,128,"[50, 100, 500]",0.813,0.8370000000000001,0.813,0.818,0.735,0.722,0.735,0.728,0.982,0.978,0.018000000000000002,0.265,0.278,0.975
RF,InceptionV3,DenseNet121,128,"[50, 100, 500]",0.813,0.8340000000000001,0.813,0.818,0.71,0.725,0.71,0.7170000000000001,0.981,0.978,0.019,0.29,0.275,0.975
RF,ResNet101V2,ResNet152V2,256,"[50, 100, 500]",0.812,0.848,0.812,0.823,0.738,0.718,0.738,0.728,0.983,0.978,0.017,0.262,0.282,0.975
RF,ResNet152V2,InceptionV3,256,"[50, 100, 500]",0.812,0.845,0.812,0.821,0.73,0.7090000000000001,0.73,0.7190000000000001,0.983,0.978,0.017,0.27,0.29100000000000004,0.975
RF,VGG19,ResNet152V2,128,"[50, 100, 500]",0.812,0.838,0.812,0.8190000000000001,0.731,0.665,0.731,0.696,0.983,0.9790000000000001,0.017,0.26899999999999996,0.335,0.975
RF,InceptionV3,DenseNet121,128,"[50, 100, 500]",0.812,0.8340000000000001,0.812,0.8170000000000001,0.746,0.6859999999999999,0.746,0.715,0.982,0.978,0.018000000000000002,0.254,0.314,0.975
RF,VGG16,ResNet101V2,128,"[50, 100, 500]",0.812,0.8340000000000001,0.812,0.816,0.706,0.69,0.706,0.698,0.982,0.978,0.018000000000000002,0.294,0.31,0.975
RF,ResNet50V2,MobileNetV2,128,"[50, 100, 500]",0.8109999999999999,0.8390000000000001,0.8109999999999999,0.818,0.738,0.677,0.738,0.706,0.983,0.978,0.017,0.262,0.32299999999999995,0.975
RF,Xception,DenseNet201,128,"[50, 100, 500]",0.8109999999999999,0.836,0.8109999999999999,0.816,0.7340000000000001,0.6990000000000001,0.7340000000000001,0.716,0.982,0.978,0.018000000000000002,0.266,0.301,0.975
RF,Xception,ResNet152V2,128,"[50, 100, 500]",0.81,0.833,0.81,0.816,0.6970000000000001,0.6970000000000001,0.6970000000000001,0.6970000000000001,0.982,0.9790000000000001,0.018000000000000002,0.303,0.303,0.975
RF,Xception,InceptionV3,256,"[50, 100, 500]",0.81,0.8320000000000001,0.81,0.8140000000000001,0.708,0.684,0.708,0.696,0.981,0.978,0.019,0.292,0.316,0.975
RF,Xception,ResNet50V2,256,"[50, 100, 500]",0.809,0.845,0.809,0.818,0.733,0.7090000000000001,0.733,0.721,0.982,0.978,0.018000000000000002,0.267,0.29100000000000004,0.975
RF,ResNet101V2,DenseNet169,128,"[50, 100, 500]",0.809,0.843,0.809,0.8170000000000001,0.731,0.703,0.731,0.7170000000000001,0.983,0.978,0.017,0.26899999999999996,0.297,0.975
RF,DenseNet169,DenseNet201,128,"[50, 100, 500]",0.8079999999999999,0.84,0.8079999999999999,0.816,0.7490000000000001,0.695,0.7490000000000001,0.721,0.983,0.977,0.017,0.251,0.305,0.9740000000000001
RF,ResNet50V2,DenseNet201,128,"[50, 100, 500]",0.8079999999999999,0.8370000000000001,0.8079999999999999,0.815,0.7440000000000001,0.682,0.7440000000000001,0.7120000000000001,0.982,0.978,0.018000000000000002,0.256,0.318,0.9740000000000001
RF,ResNet152V2,DenseNet169,128,"[50, 100, 500]",0.8079999999999999,0.836,0.8079999999999999,0.815,0.736,0.6970000000000001,0.736,0.716,0.982,0.978,0.018000000000000002,0.264,0.303,0.9740000000000001
RF,InceptionV3,DenseNet201,128,"[50, 100, 500]",0.8079999999999999,0.8390000000000001,0.8079999999999999,0.815,0.753,0.7090000000000001,0.753,0.73,0.982,0.977,0.018000000000000002,0.247,0.29100000000000004,0.9740000000000001
RF,ResNet50V2,ResNet101V2,128,"[50, 100, 500]",0.8079999999999999,0.833,0.8079999999999999,0.8140000000000001,0.725,0.6940000000000001,0.725,0.7090000000000001,0.981,0.978,0.019,0.275,0.306,0.9740000000000001
RF,Xception,MobileNetV2,128,"[50, 100, 500]",0.8079999999999999,0.831,0.8079999999999999,0.8109999999999999,0.711,0.693,0.711,0.7020000000000001,0.981,0.978,0.019,0.289,0.307,0.9740000000000001
RF,VGG19,ResNet50V2,256,"[50, 100, 500]",0.807,0.85,0.807,0.818,0.7440000000000001,0.705,0.7440000000000001,0.7240000000000001,0.983,0.978,0.017,0.256,0.295,0.9740000000000001
RF,Xception,ResNet50V2,128,"[50, 100, 500]",0.807,0.836,0.807,0.8140000000000001,0.725,0.657,0.725,0.6890000000000001,0.982,0.978,0.018000000000000002,0.275,0.34299999999999997,0.9740000000000001
RF,InceptionV3,MobileNetV2,128,"[50, 100, 500]",0.805,0.833,0.805,0.81,0.725,0.7120000000000001,0.725,0.718,0.981,0.978,0.019,0.275,0.28800000000000003,0.9740000000000001
RF,VGG19,ResNet101V2,128,"[50, 100, 500]",0.804,0.83,0.804,0.8109999999999999,0.7090000000000001,0.669,0.7090000000000001,0.688,0.982,0.978,0.018000000000000002,0.29100000000000004,0.331,0.9740000000000001
RF,InceptionV3,DenseNet169,128,"[50, 100, 500]",0.804,0.826,0.804,0.809,0.711,0.6759999999999999,0.711,0.693,0.981,0.977,0.019,0.289,0.324,0.9740000000000001
RF,Xception,DenseNet121,128,"[50, 100, 500]",0.804,0.826,0.804,0.8079999999999999,0.718,0.685,0.718,0.701,0.98,0.977,0.02,0.282,0.315,0.9740000000000001
RF,VGG19,InceptionV3,128,"[50, 100, 500]",0.8029999999999999,0.83,0.8029999999999999,0.81,0.725,0.679,0.725,0.701,0.981,0.977,0.019,0.275,0.321,0.9740000000000001
RF,ResNet50V2,InceptionV3,256,"[50, 100, 500]",0.802,0.8440000000000001,0.802,0.8140000000000001,0.723,0.71,0.723,0.716,0.981,0.977,0.019,0.27699999999999997,0.29,0.9740000000000001
RF,ResNet50V2,ResNet101V2,256,"[50, 100, 500]",0.8009999999999999,0.846,0.8009999999999999,0.813,0.733,0.706,0.733,0.7190000000000001,0.982,0.977,0.018000000000000002,0.267,0.294,0.973
RF,ResNet50V2,DenseNet169,128,"[50, 100, 500]",0.8009999999999999,0.833,0.8009999999999999,0.809,0.7340000000000001,0.6659999999999999,0.7340000000000001,0.698,0.982,0.977,0.018000000000000002,0.266,0.33399999999999996,0.973
RF,ResNet50V2,InceptionV3,128,"[50, 100, 500]",0.8009999999999999,0.8290000000000001,0.8009999999999999,0.807,0.6970000000000001,0.695,0.6970000000000001,0.696,0.981,0.978,0.019,0.303,0.305,0.973
RF,Xception,ResNet101V2,128,"[50, 100, 500]",0.799,0.836,0.799,0.81,0.711,0.647,0.711,0.677,0.983,0.978,0.017,0.289,0.353,0.973
RF,Xception,ResNet152V2,128,"[50, 100, 500]",0.7979999999999999,0.8320000000000001,0.7979999999999999,0.807,0.725,0.662,0.725,0.6920000000000001,0.982,0.977,0.018000000000000002,0.275,0.33799999999999997,0.973
RF,Xception,VGG19,256,"[50, 100, 500]",0.7979999999999999,0.83,0.7979999999999999,0.8059999999999999,0.732,0.7020000000000001,0.732,0.7170000000000001,0.981,0.976,0.019,0.268,0.298,0.973
RF,Xception,DenseNet169,128,"[50, 100, 500]",0.797,0.8320000000000001,0.797,0.805,0.733,0.691,0.733,0.711,0.981,0.976,0.019,0.267,0.309,0.973
RF,ResNet101V2,InceptionV3,256,"[50, 100, 500]",0.795,0.843,0.795,0.8079999999999999,0.723,0.675,0.723,0.698,0.982,0.977,0.018000000000000002,0.27699999999999997,0.325,0.973
RF,ResNet50V2,ResNet152V2,128,"[50, 100, 500]",0.7929999999999999,0.833,0.7929999999999999,0.804,0.718,0.6729999999999999,0.718,0.695,0.982,0.977,0.018000000000000002,0.282,0.327,0.972
RF,ResNet101V2,InceptionV3,128,"[50, 100, 500]",0.7929999999999999,0.828,0.7929999999999999,0.8029999999999999,0.703,0.6779999999999999,0.703,0.69,0.981,0.976,0.019,0.297,0.322,0.972
RF,Xception,VGG19,128,"[50, 100, 500]",0.7929999999999999,0.821,0.7929999999999999,0.8,0.7070000000000001,0.664,0.7070000000000001,0.685,0.981,0.976,0.019,0.293,0.336,0.972
RF,ResNet152V2,InceptionV3,128,"[50, 100, 500]",0.7929999999999999,0.8220000000000001,0.7929999999999999,0.8,0.682,0.6559999999999999,0.682,0.669,0.98,0.977,0.02,0.318,0.344,0.972
RF,Xception,InceptionV3,256,"[50, 100, 500]",0.792,0.8390000000000001,0.792,0.805,0.713,0.685,0.713,0.6990000000000001,0.981,0.976,0.019,0.287,0.315,0.972
RF,Xception,InceptionV3,128,"[50, 100, 500]",0.792,0.8190000000000001,0.792,0.799,0.6890000000000001,0.6559999999999999,0.6890000000000001,0.672,0.98,0.976,0.02,0.311,0.344,0.972
RF,ResNet50V2,InceptionV3,128,"[50, 100, 500]",0.7909999999999999,0.825,0.7909999999999999,0.8,0.705,0.645,0.705,0.674,0.981,0.976,0.019,0.295,0.355,0.972
RF,ResNet101V2,ResNet152V2,128,"[50, 100, 500]",0.787,0.8290000000000001,0.787,0.799,0.71,0.647,0.71,0.677,0.982,0.976,0.018000000000000002,0.29,0.353,0.972
RF,Xception,ResNet101V2,256,"[50, 100, 500]",0.787,0.831,0.787,0.799,0.71,0.659,0.71,0.684,0.981,0.976,0.019,0.29,0.341,0.972
RF,ResNet101V2,InceptionV3,128,"[50, 100, 500]",0.787,0.825,0.787,0.797,0.696,0.637,0.696,0.665,0.981,0.976,0.019,0.304,0.363,0.972
RF,ResNet50V2,ResNet152V2,128,"[50, 100, 500]",0.7859999999999999,0.825,0.7859999999999999,0.7959999999999999,0.6920000000000001,0.6759999999999999,0.6920000000000001,0.684,0.98,0.976,0.02,0.308,0.324,0.971
RF,Xception,InceptionV3,128,"[50, 100, 500]",0.7759999999999999,0.8059999999999999,0.7759999999999999,0.785,0.684,0.606,0.684,0.643,0.9790000000000001,0.975,0.021,0.316,0.39399999999999996,0.97
RF,ResNet101V2,ResNet152V2,128,"[50, 100, 500]",0.775,0.8109999999999999,0.775,0.785,0.6829999999999999,0.644,0.6829999999999999,0.6629999999999999,0.9790000000000001,0.975,0.021,0.317,0.35600000000000004,0.97
RF,ResNet50V2,ResNet101V2,128,"[50, 100, 500]",0.774,0.8220000000000001,0.774,0.7879999999999999,0.7120000000000001,0.648,0.7120000000000001,0.6779999999999999,0.98,0.9740000000000001,0.02,0.28800000000000003,0.35200000000000004,0.97
RF,Xception,ResNet50V2,128,"[50, 100, 500]",0.773,0.815,0.773,0.7829999999999999,0.7,0.645,0.7,0.6709999999999999,0.9790000000000001,0.9740000000000001,0.021,0.3,0.355,0.97
RF,ResNet50V2,ResNet101V2,128,"[50, 100, 500]",0.77,0.821,0.77,0.7829999999999999,0.713,0.6559999999999999,0.713,0.6829999999999999,0.98,0.9740000000000001,0.02,0.287,0.344,0.9690000000000001
RF,Xception,ResNet101V2,128,"[50, 100, 500]",0.767,0.8029999999999999,0.767,0.7759999999999999,0.68,0.648,0.68,0.664,0.978,0.973,0.022000000000000002,0.32,0.35200000000000004,0.9690000000000001
RF,Xception,ResNet152V2,128,"[50, 100, 500]",0.765,0.807,0.765,0.7759999999999999,0.6859999999999999,0.644,0.6859999999999999,0.664,0.978,0.973,0.022000000000000002,0.314,0.35600000000000004,0.9690000000000001
RF,ResNet152V2,InceptionV3,128,"[50, 100, 500]",0.763,0.813,0.763,0.777,0.691,0.609,0.691,0.647,0.98,0.9740000000000001,0.02,0.309,0.391,0.968
RF,ResNet152V2,InceptionV3,128,"[50, 100, 500]",0.758,0.802,0.758,0.77,0.6779999999999999,0.642,0.6779999999999999,0.66,0.976,0.972,0.024,0.322,0.358,0.968
RF,ResNet101V2,InceptionV3,128,"[50, 100, 500]",0.75,0.7959999999999999,0.75,0.7609999999999999,0.6709999999999999,0.63,0.6709999999999999,0.65,0.977,0.972,0.023,0.32899999999999996,0.37,0.9670000000000001
RF,Xception,InceptionV3,128,"[50, 100, 500]",0.743,0.792,0.743,0.7559999999999999,0.648,0.621,0.648,0.634,0.976,0.971,0.024,0.35200000000000004,0.379,0.966
RF,ResNet50V2,InceptionV3,128,"[50, 100, 500]",0.736,0.7829999999999999,0.736,0.748,0.6759999999999999,0.618,0.6759999999999999,0.6459999999999999,0.975,0.97,0.025,0.324,0.382,0.965
