classifier,model1,model2,model3,image_size,accuracy,precision,recall,f1_score,balanced_accuracy,balanced_precision_PPV,balanced_recall_TPR,Bal_F1,TNR,NPV,FPR,FNR,FDR,Overall_Acc
RF,VGG16,DenseNet169,DenseNet201,128,0.871,0.878,0.871,0.872,0.7809999999999999,0.795,0.7809999999999999,0.7879999999999999,0.986,0.985,0.013999999999999999,0.21899999999999997,0.205,0.983
RF,VGG19,MobileNet,DenseNet169,128,0.871,0.878,0.871,0.871,0.768,0.8170000000000001,0.768,0.792,0.986,0.986,0.013999999999999999,0.23199999999999998,0.183,0.983
RF,InceptionV3,MobileNet,DenseNet121,128,0.871,0.878,0.871,0.871,0.764,0.821,0.764,0.7909999999999999,0.985,0.986,0.015,0.23600000000000002,0.179,0.983
RF,InceptionV3,MobileNetV2,DenseNet169,128,0.871,0.878,0.871,0.87,0.755,0.818,0.755,0.785,0.985,0.986,0.015,0.245,0.182,0.983
RF,ResNet152V2,InceptionV3,DenseNet169,128,0.871,0.8759999999999999,0.871,0.8690000000000001,0.755,0.825,0.755,0.7879999999999999,0.985,0.986,0.015,0.245,0.175,0.983
RF,ResNet101V2,InceptionV3,DenseNet201,128,0.871,0.871,0.871,0.868,0.747,0.784,0.747,0.765,0.985,0.986,0.015,0.253,0.21600000000000003,0.983
RF,ResNet101V2,MobileNet,DenseNet169,128,0.871,0.8740000000000001,0.871,0.868,0.746,0.802,0.746,0.773,0.985,0.986,0.015,0.254,0.198,0.983
RF,VGG16,MobileNet,MobileNetV2,256,0.871,0.872,0.871,0.867,0.733,0.8220000000000001,0.733,0.775,0.9840000000000001,0.986,0.016,0.267,0.17800000000000002,0.983
RF,ResNet101V2,DenseNet169,DenseNet201,128,0.87,0.8759999999999999,0.87,0.8690000000000001,0.767,0.792,0.767,0.779,0.986,0.985,0.013999999999999999,0.233,0.20800000000000002,0.983
RF,VGG16,VGG19,ResNet152V2,256,0.87,0.875,0.87,0.8690000000000001,0.762,0.8079999999999999,0.762,0.784,0.985,0.986,0.015,0.23800000000000002,0.192,0.983
RF,VGG16,ResNet152V2,MobileNetV2,128,0.87,0.875,0.87,0.868,0.732,0.8029999999999999,0.732,0.7659999999999999,0.985,0.986,0.015,0.268,0.19699999999999998,0.983
RF,ResNet152V2,InceptionV3,DenseNet121,128,0.87,0.8759999999999999,0.87,0.868,0.757,0.82,0.757,0.787,0.985,0.986,0.015,0.243,0.18,0.983
RF,ResNet101V2,InceptionV3,DenseNet121,256,0.87,0.8759999999999999,0.87,0.867,0.73,0.843,0.73,0.782,0.9840000000000001,0.986,0.016,0.27,0.157,0.983
RF,InceptionV3,MobileNet,DenseNet121,256,0.87,0.873,0.87,0.866,0.737,0.84,0.737,0.785,0.983,0.986,0.017,0.263,0.16,0.983
RF,ResNet101V2,MobileNet,MobileNetV2,256,0.87,0.87,0.87,0.8640000000000001,0.706,0.85,0.706,0.7709999999999999,0.983,0.988,0.017,0.294,0.15,0.983
RF,VGG19,MobileNetV2,DenseNet201,128,0.8690000000000001,0.8740000000000001,0.8690000000000001,0.8690000000000001,0.762,0.7829999999999999,0.762,0.772,0.986,0.985,0.013999999999999999,0.23800000000000002,0.217,0.982
RF,ResNet101V2,InceptionV3,DenseNet121,128,0.8690000000000001,0.8759999999999999,0.8690000000000001,0.8690000000000001,0.759,0.816,0.759,0.7859999999999999,0.985,0.985,0.015,0.24100000000000002,0.184,0.983
RF,VGG16,MobileNetV2,DenseNet121,128,0.8690000000000001,0.875,0.8690000000000001,0.868,0.764,0.795,0.764,0.779,0.986,0.986,0.013999999999999999,0.23600000000000002,0.205,0.982
RF,VGG19,ResNet101V2,DenseNet121,256,0.8690000000000001,0.872,0.8690000000000001,0.867,0.738,0.816,0.738,0.775,0.9840000000000001,0.986,0.016,0.262,0.184,0.982
RF,VGG19,ResNet152V2,DenseNet121,256,0.8690000000000001,0.8740000000000001,0.8690000000000001,0.867,0.741,0.835,0.741,0.785,0.9840000000000001,0.986,0.016,0.259,0.165,0.983
RF,VGG16,InceptionV3,DenseNet121,256,0.868,0.878,0.868,0.868,0.7559999999999999,0.8240000000000001,0.7559999999999999,0.789,0.985,0.985,0.015,0.244,0.17600000000000002,0.982
RF,VGG16,VGG19,DenseNet201,128,0.868,0.873,0.868,0.867,0.7609999999999999,0.777,0.7609999999999999,0.769,0.986,0.985,0.013999999999999999,0.239,0.223,0.982
RF,ResNet152V2,MobileNet,DenseNet121,128,0.868,0.873,0.868,0.866,0.7490000000000001,0.838,0.7490000000000001,0.7909999999999999,0.9840000000000001,0.985,0.016,0.251,0.162,0.982
RF,VGG19,ResNet101V2,DenseNet169,128,0.867,0.872,0.867,0.868,0.764,0.7909999999999999,0.764,0.777,0.986,0.985,0.013999999999999999,0.23600000000000002,0.209,0.982
RF,ResNet152V2,DenseNet121,DenseNet169,128,0.867,0.8759999999999999,0.867,0.868,0.779,0.79,0.779,0.784,0.986,0.985,0.013999999999999999,0.221,0.21,0.982
RF,ResNet152V2,DenseNet121,DenseNet201,128,0.867,0.873,0.867,0.867,0.77,0.7909999999999999,0.77,0.78,0.986,0.985,0.013999999999999999,0.23,0.209,0.982
RF,VGG16,ResNet152V2,DenseNet169,128,0.867,0.871,0.867,0.866,0.767,0.8140000000000001,0.767,0.79,0.985,0.985,0.015,0.233,0.18600000000000003,0.982
RF,MobileNetV2,DenseNet169,DenseNet201,128,0.867,0.87,0.867,0.865,0.768,0.785,0.768,0.7759999999999999,0.985,0.985,0.015,0.23199999999999998,0.215,0.982
RF,VGG19,InceptionV3,DenseNet121,256,0.867,0.873,0.867,0.865,0.74,0.825,0.74,0.78,0.9840000000000001,0.985,0.016,0.26,0.175,0.982
RF,VGG16,VGG19,MobileNet,256,0.867,0.868,0.867,0.8640000000000001,0.738,0.8,0.738,0.768,0.9840000000000001,0.986,0.016,0.262,0.2,0.982
RF,ResNet152V2,InceptionV3,DenseNet121,256,0.867,0.8740000000000001,0.867,0.8640000000000001,0.736,0.848,0.736,0.7879999999999999,0.983,0.986,0.017,0.264,0.152,0.982
RF,InceptionV3,MobileNetV2,DenseNet121,256,0.867,0.868,0.867,0.863,0.726,0.816,0.726,0.768,0.9840000000000001,0.986,0.016,0.27399999999999997,0.184,0.982
RF,InceptionV3,DenseNet121,DenseNet201,128,0.866,0.871,0.866,0.866,0.763,0.779,0.763,0.7709999999999999,0.985,0.985,0.015,0.237,0.221,0.982
RF,InceptionV3,DenseNet169,DenseNet201,128,0.866,0.873,0.866,0.866,0.768,0.7979999999999999,0.768,0.7829999999999999,0.985,0.985,0.015,0.23199999999999998,0.20199999999999999,0.982
RF,VGG16,VGG19,DenseNet169,128,0.866,0.8690000000000001,0.866,0.865,0.742,0.7709999999999999,0.742,0.7559999999999999,0.985,0.986,0.015,0.258,0.22899999999999998,0.982
RF,VGG19,ResNet152V2,DenseNet169,128,0.866,0.871,0.866,0.865,0.743,0.778,0.743,0.76,0.985,0.985,0.015,0.257,0.222,0.982
RF,VGG16,ResNet101V2,DenseNet169,128,0.866,0.868,0.866,0.8640000000000001,0.746,0.7859999999999999,0.746,0.765,0.985,0.985,0.015,0.254,0.214,0.982
RF,ResNet152V2,InceptionV3,DenseNet201,128,0.866,0.867,0.866,0.863,0.742,0.8220000000000001,0.742,0.78,0.9840000000000001,0.985,0.016,0.258,0.17800000000000002,0.982
RF,VGG16,VGG19,ResNet152V2,128,0.865,0.872,0.865,0.865,0.75,0.768,0.75,0.759,0.986,0.986,0.013999999999999999,0.25,0.23199999999999998,0.982
RF,ResNet101V2,DenseNet121,DenseNet201,128,0.865,0.873,0.865,0.865,0.7659999999999999,0.8,0.7659999999999999,0.7829999999999999,0.986,0.985,0.013999999999999999,0.23399999999999999,0.2,0.982
RF,VGG19,ResNet101V2,InceptionV3,256,0.865,0.8740000000000001,0.865,0.865,0.743,0.812,0.743,0.7759999999999999,0.985,0.985,0.015,0.257,0.188,0.982
RF,ResNet101V2,MobileNet,MobileNetV2,128,0.865,0.871,0.865,0.862,0.71,0.831,0.71,0.7659999999999999,0.9840000000000001,0.986,0.016,0.29,0.16899999999999998,0.982
RF,ResNet152V2,InceptionV3,MobileNetV2,256,0.865,0.868,0.865,0.86,0.7090000000000001,0.847,0.7090000000000001,0.772,0.982,0.987,0.018000000000000002,0.29100000000000004,0.153,0.982
RF,MobileNetV2,DenseNet121,DenseNet169,128,0.8640000000000001,0.8690000000000001,0.8640000000000001,0.8640000000000001,0.7559999999999999,0.789,0.7559999999999999,0.772,0.985,0.985,0.015,0.244,0.21100000000000002,0.982
RF,ResNet101V2,DenseNet121,DenseNet169,128,0.8640000000000001,0.871,0.8640000000000001,0.863,0.753,0.8,0.753,0.7759999999999999,0.985,0.9840000000000001,0.015,0.247,0.2,0.982
RF,VGG16,MobileNetV2,DenseNet169,128,0.8640000000000001,0.866,0.8640000000000001,0.862,0.74,0.802,0.74,0.77,0.9840000000000001,0.985,0.016,0.26,0.198,0.982
RF,DenseNet121,DenseNet169,DenseNet201,128,0.863,0.873,0.863,0.8640000000000001,0.785,0.7829999999999999,0.785,0.784,0.986,0.9840000000000001,0.013999999999999999,0.215,0.217,0.982
RF,InceptionV3,MobileNetV2,DenseNet121,128,0.863,0.87,0.863,0.863,0.759,0.8140000000000001,0.759,0.7859999999999999,0.9840000000000001,0.9840000000000001,0.016,0.24100000000000002,0.18600000000000003,0.982
RF,InceptionV3,MobileNet,DenseNet169,128,0.863,0.8690000000000001,0.863,0.862,0.737,0.816,0.737,0.774,0.9840000000000001,0.985,0.016,0.263,0.184,0.982
RF,MobileNetV2,DenseNet121,DenseNet201,128,0.863,0.867,0.863,0.862,0.753,0.7709999999999999,0.753,0.762,0.985,0.9840000000000001,0.015,0.247,0.22899999999999998,0.982
RF,MobileNet,DenseNet121,DenseNet169,128,0.862,0.87,0.862,0.863,0.769,0.773,0.769,0.7709999999999999,0.986,0.9840000000000001,0.013999999999999999,0.231,0.22699999999999998,0.982
RF,VGG19,ResNet101V2,MobileNetV2,128,0.862,0.87,0.862,0.862,0.7440000000000001,0.7859999999999999,0.7440000000000001,0.764,0.985,0.985,0.015,0.256,0.214,0.982
RF,VGG19,DenseNet121,DenseNet169,128,0.862,0.8690000000000001,0.862,0.861,0.76,0.804,0.76,0.7809999999999999,0.985,0.9840000000000001,0.015,0.24,0.196,0.982
RF,ResNet101V2,ResNet152V2,DenseNet121,128,0.862,0.87,0.862,0.861,0.737,0.813,0.737,0.773,0.985,0.985,0.015,0.263,0.187,0.982
RF,VGG19,ResNet152V2,InceptionV3,256,0.862,0.868,0.862,0.86,0.741,0.8220000000000001,0.741,0.779,0.983,0.985,0.017,0.259,0.17800000000000002,0.982
RF,VGG19,InceptionV3,MobileNetV2,256,0.862,0.868,0.862,0.86,0.736,0.816,0.736,0.774,0.983,0.985,0.017,0.264,0.184,0.982
RF,VGG19,MobileNet,MobileNetV2,128,0.861,0.867,0.861,0.861,0.7509999999999999,0.769,0.7509999999999999,0.76,0.985,0.985,0.015,0.249,0.231,0.981
RF,VGG19,DenseNet121,DenseNet201,128,0.861,0.868,0.861,0.861,0.754,0.753,0.754,0.753,0.985,0.9840000000000001,0.015,0.24600000000000002,0.247,0.981
RF,VGG16,MobileNet,DenseNet121,128,0.861,0.866,0.861,0.86,0.7490000000000001,0.7929999999999999,0.7490000000000001,0.77,0.9840000000000001,0.9840000000000001,0.016,0.251,0.207,0.981
RF,VGG16,ResNet101V2,InceptionV3,256,0.861,0.871,0.861,0.86,0.731,0.807,0.731,0.767,0.983,0.985,0.017,0.26899999999999996,0.193,0.981
RF,VGG16,VGG19,MobileNet,128,0.86,0.87,0.86,0.861,0.741,0.763,0.741,0.752,0.986,0.985,0.013999999999999999,0.259,0.237,0.981
RF,VGG19,MobileNet,DenseNet121,128,0.86,0.871,0.86,0.861,0.759,0.792,0.759,0.775,0.985,0.9840000000000001,0.015,0.24100000000000002,0.20800000000000002,0.981
RF,VGG16,ResNet152V2,InceptionV3,256,0.86,0.873,0.86,0.861,0.755,0.795,0.755,0.774,0.985,0.9840000000000001,0.015,0.245,0.205,0.981
RF,VGG16,ResNet101V2,MobileNet,128,0.86,0.868,0.86,0.86,0.753,0.7879999999999999,0.753,0.77,0.985,0.9840000000000001,0.015,0.247,0.212,0.981
RF,VGG19,MobileNetV2,DenseNet121,128,0.86,0.8690000000000001,0.86,0.86,0.7609999999999999,0.7809999999999999,0.7609999999999999,0.7709999999999999,0.985,0.9840000000000001,0.015,0.239,0.21899999999999997,0.981
RF,VGG19,DenseNet169,DenseNet201,128,0.86,0.868,0.86,0.86,0.768,0.7809999999999999,0.768,0.774,0.985,0.9840000000000001,0.015,0.23199999999999998,0.21899999999999997,0.981
RF,InceptionV3,DenseNet121,DenseNet169,128,0.86,0.866,0.86,0.86,0.774,0.789,0.774,0.7809999999999999,0.985,0.983,0.015,0.226,0.21100000000000002,0.981
RF,VGG19,ResNet152V2,MobileNet,128,0.86,0.867,0.86,0.858,0.7290000000000001,0.804,0.7290000000000001,0.765,0.9840000000000001,0.985,0.016,0.271,0.196,0.981
RF,InceptionV3,MobileNet,MobileNetV2,256,0.86,0.865,0.86,0.856,0.71,0.821,0.71,0.7609999999999999,0.982,0.985,0.018000000000000002,0.29,0.179,0.981
RF,VGG16,ResNet101V2,MobileNetV2,128,0.8590000000000001,0.872,0.8590000000000001,0.861,0.745,0.795,0.745,0.769,0.985,0.9840000000000001,0.015,0.255,0.205,0.981
RF,VGG16,VGG19,MobileNetV2,128,0.8590000000000001,0.87,0.8590000000000001,0.86,0.747,0.7659999999999999,0.747,0.7559999999999999,0.985,0.9840000000000001,0.015,0.253,0.23399999999999999,0.981
RF,VGG19,ResNet152V2,DenseNet121,128,0.8590000000000001,0.868,0.8590000000000001,0.86,0.775,0.77,0.775,0.772,0.985,0.9840000000000001,0.015,0.225,0.23,0.981
RF,ResNet101V2,MobileNetV2,DenseNet121,128,0.8590000000000001,0.8690000000000001,0.8590000000000001,0.8590000000000001,0.74,0.7879999999999999,0.74,0.763,0.985,0.9840000000000001,0.015,0.26,0.212,0.981
RF,VGG19,ResNet152V2,MobileNetV2,128,0.8590000000000001,0.866,0.8590000000000001,0.857,0.716,0.79,0.716,0.7509999999999999,0.9840000000000001,0.985,0.016,0.284,0.21,0.981
RF,VGG19,ResNet101V2,MobileNet,128,0.858,0.8640000000000001,0.858,0.858,0.743,0.757,0.743,0.75,0.985,0.985,0.015,0.257,0.243,0.981
RF,MobileNet,DenseNet169,DenseNet201,128,0.858,0.866,0.858,0.858,0.753,0.7709999999999999,0.753,0.762,0.985,0.9840000000000001,0.015,0.247,0.22899999999999998,0.981
RF,VGG16,InceptionV3,MobileNet,256,0.858,0.868,0.858,0.858,0.746,0.8140000000000001,0.746,0.779,0.9840000000000001,0.9840000000000001,0.016,0.254,0.18600000000000003,0.981
RF,ResNet152V2,MobileNet,MobileNetV2,128,0.858,0.865,0.858,0.856,0.708,0.792,0.708,0.748,0.9840000000000001,0.985,0.016,0.292,0.20800000000000002,0.981
RF,VGG19,InceptionV3,DenseNet121,128,0.857,0.871,0.857,0.86,0.782,0.769,0.782,0.775,0.986,0.983,0.013999999999999999,0.218,0.231,0.981
RF,VGG16,InceptionV3,MobileNetV2,128,0.856,0.868,0.856,0.858,0.752,0.769,0.752,0.76,0.985,0.9840000000000001,0.015,0.248,0.231,0.981
RF,VGG16,VGG19,InceptionV3,256,0.856,0.8690000000000001,0.856,0.858,0.757,0.768,0.757,0.762,0.985,0.9840000000000001,0.015,0.243,0.23199999999999998,0.981
RF,VGG16,InceptionV3,DenseNet121,128,0.855,0.867,0.855,0.857,0.7609999999999999,0.78,0.7609999999999999,0.77,0.985,0.983,0.015,0.239,0.22,0.981
RF,VGG19,ResNet101V2,DenseNet121,128,0.855,0.865,0.855,0.856,0.758,0.767,0.758,0.762,0.985,0.9840000000000001,0.015,0.242,0.233,0.981
RF,VGG16,InceptionV3,MobileNet,128,0.8540000000000001,0.866,0.8540000000000001,0.855,0.7440000000000001,0.775,0.7440000000000001,0.759,0.985,0.983,0.015,0.256,0.225,0.981
RF,VGG19,InceptionV3,MobileNet,256,0.8540000000000001,0.861,0.8540000000000001,0.853,0.73,0.784,0.73,0.7559999999999999,0.983,0.9840000000000001,0.017,0.27,0.21600000000000003,0.981
RF,ResNet101V2,InceptionV3,MobileNetV2,256,0.8540000000000001,0.8590000000000001,0.8540000000000001,0.851,0.71,0.7979999999999999,0.71,0.7509999999999999,0.982,0.985,0.018000000000000002,0.29,0.20199999999999999,0.981
RF,VGG16,VGG19,ResNet101V2,128,0.853,0.8640000000000001,0.853,0.8540000000000001,0.759,0.767,0.759,0.763,0.985,0.983,0.015,0.24100000000000002,0.233,0.98
RF,ResNet152V2,DenseNet169,DenseNet201,128,0.853,0.86,0.853,0.853,0.745,0.762,0.745,0.753,0.985,0.983,0.015,0.255,0.23800000000000002,0.98
RF,ResNet152V2,InceptionV3,MobileNetV2,128,0.853,0.862,0.853,0.852,0.711,0.777,0.711,0.743,0.9840000000000001,0.985,0.016,0.289,0.223,0.98
RF,VGG16,ResNet152V2,DenseNet121,128,0.852,0.862,0.852,0.852,0.738,0.8,0.738,0.768,0.983,0.983,0.017,0.262,0.2,0.98
RF,VGG19,ResNet101V2,ResNet152V2,128,0.852,0.8590000000000001,0.852,0.851,0.732,0.76,0.732,0.746,0.9840000000000001,0.9840000000000001,0.016,0.268,0.24,0.98
RF,VGG19,InceptionV3,MobileNetV2,128,0.851,0.861,0.851,0.852,0.742,0.752,0.742,0.747,0.985,0.9840000000000001,0.015,0.258,0.248,0.98
RF,ResNet101V2,ResNet152V2,MobileNetV2,128,0.851,0.865,0.851,0.852,0.711,0.8029999999999999,0.711,0.754,0.983,0.9840000000000001,0.017,0.289,0.19699999999999998,0.98
RF,InceptionV3,MobileNet,MobileNetV2,128,0.851,0.861,0.851,0.851,0.7120000000000001,0.787,0.7120000000000001,0.748,0.9840000000000001,0.9840000000000001,0.016,0.28800000000000003,0.213,0.98
RF,VGG16,VGG19,InceptionV3,128,0.85,0.863,0.85,0.852,0.747,0.773,0.747,0.76,0.9840000000000001,0.983,0.016,0.253,0.22699999999999998,0.98
RF,VGG16,ResNet101V2,ResNet152V2,128,0.8490000000000001,0.866,0.8490000000000001,0.851,0.722,0.7979999999999999,0.722,0.758,0.9840000000000001,0.983,0.016,0.278,0.20199999999999999,0.98
RF,VGG16,ResNet152V2,InceptionV3,128,0.8490000000000001,0.862,0.8490000000000001,0.85,0.735,0.764,0.735,0.7490000000000001,0.985,0.983,0.015,0.265,0.23600000000000002,0.98
RF,ResNet101V2,InceptionV3,MobileNetV2,128,0.8490000000000001,0.863,0.8490000000000001,0.8490000000000001,0.72,0.7979999999999999,0.72,0.757,0.983,0.9840000000000001,0.017,0.28,0.20199999999999999,0.98
RF,ResNet101V2,ResNet152V2,MobileNet,128,0.8490000000000001,0.8590000000000001,0.8490000000000001,0.848,0.7,0.775,0.7,0.736,0.983,0.9840000000000001,0.017,0.3,0.225,0.98
RF,VGG19,InceptionV3,MobileNet,128,0.847,0.861,0.847,0.85,0.7440000000000001,0.7440000000000001,0.7440000000000001,0.7440000000000001,0.985,0.983,0.015,0.256,0.256,0.98
RF,ResNet152V2,InceptionV3,MobileNet,256,0.847,0.858,0.847,0.846,0.6940000000000001,0.7979999999999999,0.6940000000000001,0.742,0.982,0.9840000000000001,0.018000000000000002,0.306,0.20199999999999999,0.98
RF,ResNet101V2,InceptionV3,MobileNet,256,0.847,0.857,0.847,0.8440000000000001,0.693,0.833,0.693,0.757,0.981,0.983,0.019,0.307,0.16699999999999998,0.98
RF,VGG19,ResNet101V2,InceptionV3,128,0.845,0.862,0.845,0.848,0.7509999999999999,0.765,0.7509999999999999,0.758,0.9840000000000001,0.982,0.016,0.249,0.235,0.9790000000000001
RF,VGG16,VGG19,DenseNet121,128,0.845,0.855,0.845,0.846,0.748,0.7440000000000001,0.748,0.746,0.9840000000000001,0.982,0.016,0.252,0.256,0.9790000000000001
RF,ResNet101V2,InceptionV3,MobileNet,128,0.845,0.86,0.845,0.846,0.708,0.7859999999999999,0.708,0.745,0.983,0.983,0.017,0.292,0.214,0.9790000000000001
RF,VGG19,ResNet152V2,InceptionV3,128,0.8440000000000001,0.858,0.8440000000000001,0.846,0.732,0.747,0.732,0.7390000000000001,0.9840000000000001,0.982,0.016,0.268,0.253,0.9790000000000001
RF,VGG16,ResNet101V2,InceptionV3,128,0.84,0.853,0.84,0.8420000000000001,0.722,0.7609999999999999,0.722,0.741,0.9840000000000001,0.982,0.016,0.278,0.239,0.9790000000000001
RF,ResNet101V2,ResNet152V2,InceptionV3,256,0.84,0.855,0.84,0.8390000000000001,0.693,0.813,0.693,0.748,0.981,0.983,0.019,0.307,0.187,0.9790000000000001
RF,ResNet152V2,InceptionV3,MobileNet,128,0.8390000000000001,0.858,0.8390000000000001,0.841,0.703,0.7809999999999999,0.703,0.74,0.983,0.983,0.017,0.297,0.21899999999999997,0.9790000000000001
RF,ResNet101V2,ResNet152V2,InceptionV3,128,0.83,0.852,0.83,0.833,0.7070000000000001,0.76,0.7070000000000001,0.733,0.983,0.981,0.017,0.293,0.24,0.977
